objectid,bin,st_number,st_unit,unit_type,predir,st_name,suffix,postdir,zip,use_type,last_edited_user,last_edited_date,master_address_id,parcel_number,use_code,year_built,gross_area,story_height,number_of_stories
1895,498715710,712,NA,NA,NA,LYONS COURT,LN,NA,22902,R,NA,NA,1895,530117000,Office Building,1850,3952,12,2
1896,71728667,1127,NA,NA,NA,LITTLE HIGH,ST,NA,22902,R,NA,NA,1896,530117000,Office Building,1850,867,12,3
1897,71928656,1114,NA,NA,NA,LITTLE HIGH,ST,NA,22902,R,NA,NA,1897,530117000,Office Building,1850,2265,12,1
1904,72388693,1201,NA,NA,NA,LITTLE HIGH,ST,NA,22902,R,NA,NA,1904,530122000,Office Building,1900,2774,12,2
1905,74918752,1202,NA,NA,NA,LITTLE HIGH,ST,NA,22902,R,NA,NA,1905,530122000,Office Building,1900,154,12,1
1906,75288758,1204,NA,NA,NA,LITTLE HIGH,ST,NA,22902,R,NA,NA,1906,530122100,Office Building,1905,2768,10,2
1907,77778854,1009,NA,NA,E,MARKET,ST,NA,22902,R,NA,NA,1907,530122100,Office Building,1905,169,8,1
1908,79928917,1014,NA,NA,E,MARKET,ST,NA,22902,NA,NA,NA,1908,530123000,Office Building,1954,5653,20,1
1909,88201822,219,NA,NA,NA,ELLIOTT,AVE,NA,22902,C,NA,NA,1909,530123000,Office Building,1954,5268,12,3
1910,96539620,1510,NA,NA,E,MARKET,ST,NA,22902,R,NA,NA,1910,530123000,Office Building,1954,23846,12,2
1911,65818424,533,NA,NA,NA,CAROLINE,AVE,NA,22902,R,NA,NA,1911,530123000,Office Building,1954,414,12,1
1912,65948421,534,NA,NA,NA,MEADE,AVE,NA,22902,R,NA,NA,1912,530131100,Office Building,1900,1898,10,1.5
1913,1505719534,135,NA,NA,NA,BROOKWOOD,DR,NA,22902,R,NA,NA,1913,530134000,Apartments 1-10 units,1925,2820,10,1
1914,1505719534,143,NA,NA,NA,BROOKWOOD,DR,NA,22902,R,NA,NA,1914,530144000,Apartments 11-20 Units,1967,49002,12,3
1915,66578452,530,NA,NA,NA,MEADE,AVE,NA,22902,R,NA,NA,1915,530144000,Apartments 11-20 Units,1967,49002,12,3
1916,66788464,527,NA,NA,NA,CAROLINE,AVE,NA,22902,R,NA,NA,1916,530150000,Office Building,1900,2112,10,2
1917,67068467,528,NA,NA,NA,CAROLINE,AVE,NA,22902,R,NA,NA,1917,530150000,Office Building,1900,544,8,2
1918,67998514,521,NA,NA,NA,CAROLINE,AVE,NA,22902,R,NA,NA,1918,530151000,Office Building,1910,3040,12,2
1730,104333075,803,NA,NA,NA,RIALTO,ST,NA,22902,R,NA,NA,1730,530012000,Group Care Home,1925,9183,10,2.5
1731,83810862,1719,NA,NA,NA,MEADOWBROOK HEIGHTS,RD,NA,22901,R,NA,NA,1731,530021000,Office Building,1900,3056,10,2
1732,87210917,1717,NA,NA,NA,MEADOWBROOK HEIGHTS,RD,NA,22901,R,NA,NA,1732,530021000,Office Building,1900,25,10,1
1733,56410507,1820,NA,NA,NA,MEADOWBROOK HEIGHTS,RD,NA,22901,R,NA,NA,1733,530022000,Office Building,1925,2512,12,2.5
1734,59610547,1812,NA,NA,NA,MEADOWBROOK HEIGHTS,RD,NA,22901,R,NA,NA,1734,530023000,Commercial,1836,1608,10,2
1735,63710598,1808,NA,NA,NA,MEADOWBROOK HEIGHTS,RD,NA,22901,R,NA,NA,1735,530023000,Commercial,1836,721,10,1
1736,97311042,1626,NA,NA,NA,MEADOWBROOK HEIGHTS,RD,NA,22901,R,NA,NA,1736,530024000,Office Building,1909,2974,12,2
1737,33610217,1902,NA,NA,NA,BRANDYWINE,DR,NA,22901,R,NA,NA,1737,530025000,Office Building,1903,4522,10,2
1738,33710215,1649,NA,NA,NA,BRANDYWINE,DR,NA,22901,R,NA,NA,1738,530025000,Office Building,1903,437,10,1
1740,37210301,1816,NA,NA,NA,YORKTOWN,DR,NA,22901,R,NA,NA,1740,530026000,Dormitory,1930,1034,10,1
1741,37810253,1650,NA,NA,NA,BRANDYWINE,DR,NA,22901,R,NA,NA,1741,530030000,Office Building,1924,2706,10,2
1742,40110218,1652,NA,NA,NA,BRANDYWINE,DR,NA,22901,R,NA,NA,1742,530030000,Office Building,1924,237,10,1
1743,1499939,2318,NA,NA,NA,TARLETON,DR,NA,22901,R,NA,NA,1743,530031000,Office Building,1974,2766,8,2
1744,44310321,1825,NA,NA,NA,YORKTOWN,DR,NA,22901,R,NA,NA,1744,530032000,Office Building,1903,17718,10,1
1762,213212657,1034,NA,NA,NA,COTTONWOOD,RD,NA,22901,R,NA,NA,1762,530037000,Office Building,1905,5032,12,2
1763,213312604,638,NA,NA,NA,ELIZABETH,AVE,NA,22901,R,NA,NA,1763,530037000,Office Building,1905,315,12,2
1764,1089892,2407,NA,NA,NA,HILLWOOD,PL,NA,22901,R,NA,NA,1764,530037100,Office Building,1960,1798,10,2
1765,1099907,2305,NA,NA,NA,GREENBRIER,DR,NA,22901,R,NA,NA,1765,530038000,Office Building,1920,3848,12,2
1766,1179895,2413,NA,NA,NA,HILLWOOD,PL,NA,22901,R,NA,NA,1766,530040000,Office Building,1954,5486,8,2
1767,1189896,2318,NA,NA,NA,GREENBRIER,DR,NA,22901,R,NA,NA,1767,530040000,Office Building,1954,2790,8,3
1768,222612756,1031,NA,NA,NA,COTTONWOOD,RD,NA,22901,R,NA,NA,1768,530040000,Office Building,1954,3463,8,2
1769,82311169,111,NA,NA,NA,WASHINGTON,AVE,NA,22903,R,NA,NA,1769,530042000,Office Building,1900,2410,12,2
1774,559316365,511,402,UNIT,NA,1ST,ST,N ,22902,R,NA,NA,1774,530046000,Office Building,1920,2986,8,2
1775,559316365,511,403,UNIT,NA,1ST,ST,N,22902,R,NA,NA,1775,530051000,Office Building,1953,50979,12,2
1776,559316365,511,404,UNIT,NA,1ST,ST,N ,22902,R,NA,NA,1776,530053000,Office Building,1911,2974,8,2
1843,227612790,609,NA,NA,NA,BEECHWOOD,DR,NA,22901,R,NA,NA,1843,530091L00,Parking Structure,1975,83676,12,3
1844,1419928,2503,NA,NA,NA,HILLWOOD,PL,NA,22901,R,NA,NA,1844,530091L00,Parking Structure,1975,34568,12,1
1845,1519937,2415,NA,NA,NA,BROOK,RD,NA,22901,R,NA,NA,1845,530091LA0,Parking Structure,1975,62460,12,5
1846,1529933,2319,NA,NA,NA,TARLETON,DR,NA,22901,R,NA,NA,1846,530091LB0,Parking Structure,1975,1860,12,5
1847,1549943,2222,NA,NA,NA,BRANDYWINE,DR,NA,22901,R,NA,NA,1847,530091LC0,Parking Structure,1975,1200,12,1
1848,1659961,2413,NA,NA,NA,BROOK,RD,NA,22901,R,NA,NA,1848,530091LD0,Parking Structure,1975,1108,12,1
1849,1669965,2500,NA,NA,NA,HILLWOOD,PL,NA,22901,R,NA,NA,1849,530091LE0,Parking Structure,0,1074,NA,NA
1850,8003925,324,NA,NA,NA,6TH,ST,SW,22903,R,NA,NA,1850,530091LF0,Commercial,0,NA,NA,NA
1852,81031013,337,NA,NA,NA,6TH,ST,SW,22903,R,NA,NA,1852,530091LH1,Commercial,0,NA,NA,NA
1853,81121017,420,NA,NA,NA,OAK,ST,NA,22903,R,NA,NA,1853,530091LH2,Commercial,0,NA,NA,NA
1855,1436517321,1307,NA,NA,NA,NUNLEY,ST,NA,22903,R,NA,NA,1855,530091LI0,Commercial,0,NA,NA,NA
1856,1436717323,1303,NA,NA,NA,NUNLEY,ST,NA,22903,R,NA,NA,1856,530091LJ0,Commercial,0,NA,NA,NA
1002,6697132,400,NA,NA,E,JEFFERSON,ST,NA,22902,NA,NA,NA,1002,320023000,Multiple Commercial Use,1977,11896,12,2
1003,99372655,721,NA,NA,NA,RIDGE,ST,NA,22902,R,NA,NA,1003,320024000,Neighborhood Shopping Ctr.,1977,30182,12,1
1004,99612489,709,NA,NA,NA,LAFAYETTE,ST,NA,22902,R,NA,NA,1004,320026000,Dormitory,1920,36106,12,1
1006,123455541,1505,NA,NA,NA,EARLY,ST,NA,22902,R,NA,NA,1006,320089000,Office Building,1924,65668,12,2
1007,648217057,215,NA,NA,NA,5TH,ST,NW,22903,R,NA,NA,1007,320089000,Office Building,1924,15282,20,1
1008,651317068,211,NA,NA,NA,5TH,ST,NW,22903,R,NA,NA,1008,320106000,Storage Warehouse,1973,2403,12,1
1009,642617025,503,NA,NA,NA,BROWN,ST,NA,22903,R,NA,NA,1009,320147000,Service Repair Garage,1945,1938,12,1
1011,1397212558,1801,NA,NA,NA,WESTVIEW,RD,NA,22903,R,NA,NA,1011,320148000,Restaurant,1920,898,10,1
1012,219112697,1549,NA,NA,NA,RUGBY,AVE,NA,22903,R,NA,NA,1012,320149000,Retail Store,1984,9032,10,2
1013,109243869,2306,NA,NA,NA,CRESTMONT,AVE,NA,22903,R,NA,NA,1013,320150000,Retail Store,1920,3640,12,2
1014,109303722,2341,NA,NA,NA,HIGHLAND,AVE,NA,22903,R,NA,NA,1014,320150000,Retail Store,1920,1170,12,1
1015,111084022,1700,NA,NA,NA,CHERRY,AVE,NA,22903,R,NA,NA,1015,320151000,Restaurant,1962,500,12,1
1016,112764203,1706,NA,NA,NA,CHERRY,AVE,NA,22903,R,NA,NA,1016,320151000,Restaurant,1962,1856,12,1
1017,118975034,310,NA,NA,NA,CLEVELAND,AVE,NA,22903,R,NA,NA,1017,320153000,Retail Store,1920,4980,12,1
1018,119145065,312,NA,NA,NA,CLEVELAND,AVE,NA,22903,R,NA,NA,1018,320156000,Restaurant,1920,3820,12,2
1019,120725244,332,NA,NA,NA,CLEVELAND,AVE,NA,22903,R,NA,NA,1019,320157000,Retail Store,1920,8692,12,2
1040,702122441,106,NA,NA,NA,1ST,ST,S,22902,NA,NA,NA,1040,320174000,Office Building,1920,1400,9,1
1041,7510513,405,NA,NA,E,WATER,ST,NA,22902,NA,NA,NA,1041,320175000,Mixed Retail w/Res Units,1819,2660,8,2.5
1044,538816081,305,NA,NA,NA,10 1/2,ST,NW,22903,R,NA,NA,1044,320176000,Office Building,1895,320,8,1
1045,136511528,1368,NA,NA,NA,HILLTOP,RD,NA,22903,R,NA,NA,1045,320177000,Barber Shop,1920,731,12,1
1046,121411345,100,NA,NA,NA,PETERSON,PL,NA,22901,R,NA,NA,1046,320178000,Retail Store,1920,2213,12,1
1047,123111369,1606,NA,NA,NA,GROVE,RD,NA,22901,R,NA,NA,1047,320179000,Office Building,1949,0,0,1
1048,123411372,1405,NA,NA,NA,FOXBROOK,LN,NA,22901,R,NA,NA,1048,320185000,Office Building,1925,2360,10,2
1049,54910486,1610,NA,NA,NA,JAMESTOWN,DR,NA,22901,R,NA,NA,1049,320186000,Office Building,1925,1864,10,2
1050,58610517,2105,NA,NA,NA,TARLETON,DR,NA,22901,R,NA,NA,1050,320186000,Office Building,1925,2842,10,2
1051,112174114,2424,NA,NA,NA,SUNSET,RD,NA,22903,R,NA,NA,1051,320192000,Restaurant,1900,2748,10,2
1053,1422017447,846,NA,NA,NA,VILLAGE,RD,NA,22903,R,NA,NA,1053,320192000,Restaurant,1900,1280,10,1
1058,108233571,801,NA,NA,NA,ORANGEDALE,AVE,NA,22903,R,NA,NA,1058,320198000,Hotel,1957,26271,9,4
1066,577916839,801,NA,NA,NA,HARDY,DR,NA,22903,R,NA,NA,1066,330059000,Office Building,1966,3105,12,3
1069,139015242,903,NA,NA,NA,RAYMOND,RD,NA,22902,R,NA,NA,1069,330063000,Office Building,1920,2012,8,2
1070,139005317,905,NA,NA,NA,RAYMOND,RD,NA,22902,R,NA,NA,1070,330067000,Office Building,1962,14404,12,2
1071,327613879,118,NA,NA,NA,WESTWOOD,CIR,NA,22903,R,NA,NA,1071,330070000,Office Building,1958,3766,10,1.7
1072,336213965,803,NA,NA,NA,HILLCREST,RD,NA,22903,R,NA,NA,1072,330072000,Office,1920,2936,8,2
1073,129506282,2706,NA,NA,NA,ETON,RD,NA,22903,R,NA,NA,1073,330072000,Office,1920,400,8,1
1074,129086218,2704,NA,NA,NA,ETON,RD,NA,22903,R,NA,NA,1074,330074000,Office Building,1960,7751,10,2
1075,63310575,2114,NA,NA,NA,TARLETON,DR,NA,22901,R,NA,NA,1075,330075000,Office Building,1850,4232,10,2
1076,406514725,509,NA,NA,NA,13TH,ST,NW,22903,R,NA,NA,1076,330075000,Office Building,1850,720,10,1
1077,415414848,511,NA,NA,NA,12TH,ST,NW,22903,R,NA,NA,1077,330076000,Office Building,1887,3418,10,2
1078,416014817,500,NA,NA,NA,14TH,ST,NW,22903,R,NA,NA,1078,330077000,Office Building,1895,2748,12,2
1079,1501219579,300,NA,NA,NA,RIVERSIDE,AVE,NA,22902,R,NA,NA,1079,330077000,Office Building,1895,969,12,1
1080,83159018,112,NA,NA,NA,CHISHOLM,PL,NA,22902,R,NA,NA,1080,330088000,Apartments 1-10 units,1910,NA,NA,NA
1081,83529038,110,NA,NA,NA,CHISHOLM,PL,NA,22902,R,NA,NA,1081,330094000,Office Building,1910,2840,12,2
1082,83599073,412,NA,NA,NA,RIVERSIDE,AVE,NA,22902,R,NA,NA,1082,330094000,Office Building,1910,185,12,1
1083,422114939,714,NA,NA,NA,MCINTIRE,RD,NA,22902,R,NA,NA,1083,330095000,Office Building,1900,1832,10,2
1084,92110975,1402,NA,NA,NA,LESTER,DR,NA,22901,R,NA,NA,1084,330095000,Office Building,1900,473,10,1
1085,652668,212,NA,NA,E,HIGH,ST,NA,22902,NA,NA,NA,1085,330096000,Office Building,1925,2520,10,2
1087,143611657,2007,NA,NA,NA,HESSIAN,RD,NA,22903,R,NA,NA,1087,330104000,Apartments 11-20 Units,1971,10722,8,2
1088,212012589,911,NA,NA,NA,OLD FARM,RD,NA,22903,R,NA,NA,1088,330104000,Apartments 11-20 Units,1971,721,8,1
1089,212312575,916,NA,NA,NA,OLD FARM,RD,NA,22903,R,NA,NA,1089,330110000,Office Building,1900,2384,8,2
1160,110394005,219,NA,NA,NA,HARTMANS MILL,RD,NA,22902,R,EMERICKR,2015-07-31T14:50:24.000Z,1160,330213000,Office Building,1948,1900,12,1
1173,30477514,1011,NA,NA,NA,PEARTREE,LN,NA,22901,R,NA,NA,1173,330218000,Mixed Retail w/Res Units,1960,8799,8,3
1174,39784,2313,NA,NA,NA,GLENN,CT,NA,22901,R,NA,NA,1174,330219000,Office Building,1930,2466,12,2
1175,169793,2323,NA,NA,NA,GLENN,CT,NA,22901,R,NA,NA,1175,330220000,Office Building,1920,10220,12,1
1176,399812,2244,NA,NA,NA,BRANDYWINE,DR,NA,22901,R,NA,NA,1176,330220000,Office Building,1920,711,12,2
1183,1329923,2303,NA,NA,NA,GREENBRIER,DR,NA,22901,R,NA,NA,1183,330226000,Office Building,1955,41650,12,5
1188,1467317419,940,NA,NA,NA,RAYMOND,RD,NA,22902,R,NA,NA,1188,330231000,Multiple Commercial Use,1920,7585,12,1
1189,451415239,2000,NA,NA,NA,LEWIS MOUNTAIN,RD,NA,22903,R,NA,NA,1189,330232000,Retail Store,1959,623,12,1
1199,68110644,1704,NA,NA,NA,KING MOUNTAIN,RD,NA,22901,R,NA,NA,1199,330238000,Office Building,1920,4406,12,2
1209,278313356,1218,NA,NA,NA,AUGUSTA,ST,NA,22903,R,NA,NA,1209,330248000,Retail Store,1920,1650,12,1
1210,477115487,7,NA,NA,NA,UNIVERSITY,CT,NA,22903,R,NA,NA,1210,330248000,Retail Store,1920,1260,12,1
1211,481815524,5,NA,NA,NA,UNIVERSITY,CT,NA,22903,R,NA,NA,1211,330248000,Retail Store,1920,3300,12,3
1212,497315669,128,NA,NA,NA,MADISON,LN,NA,22903,R,NA,NA,1212,330248000,Retail Store,1920,1260,12,1
1213,557516306,210,NA,NA,NA,9TH,ST,NW,22903,R,NA,NA,1213,330248000,Retail Store,1920,3300,12,3
1214,562716304,923,NA,NA,NA,PAGE,ST,NA,22903,R,NA,NA,1214,330248000,Retail Store,1920,1260,12,1
1225,356614193,600,NA,NA,NA,PRESTON,PL,NA,22903,R,NA,NA,1225,330258000,Restaurant,1920,4755,12,3
1226,108043522,240,NA,NA,NA,HARTMANS MILL,RD,NA,22902,R,NA,NA,1226,330259000,Mixed Retail w/Res Units,1992,5100,12,1
1227,110323878,230,NA,NA,NA,HARTMANS MILL,RD,NA,22902,R,NA,NA,1227,330259000,Mixed Retail w/Res Units,1992,10200,12,2
1228,6683129,300,NA,NA,NA,PARK,ST,NA,22902,NA,NA,NA,1228,330260000,Restaurant,1920,4800,12,2.5
1229,85479190,364,NA,NA,NA,RIVERSIDE,AVE,NA,22902,R,NA,NA,1229,330260000,Restaurant,1920,240,12,1
1230,84999167,366,NA,NA,NA,RIVERSIDE,AVE,NA,22902,R,NA,NA,1230,330261000,Retail Store,1920,5865,12,2.5
1231,152811750,1620,NA,NA,NA,DEL MAR,DR,NA,22903,R,NA,NA,1231,330261000,Retail Store,1920,1011,12,1
1232,153011743,1611,NA,NA,NA,DEL MAR,DR,NA,22903,R,NA,NA,1232,330263000,Restaurant,1920,1654,10,2
1233,153311762,1618,NA,NA,NA,DEL MAR,DR,NA,22903,R,NA,NA,1233,330263000,Restaurant,1920,1541,10,1
1238,141395834,1392,NA,NA,NA,AVON,ST,NA,22902,R,NA,NA,1238,330268000,Retail Store,1920,252,12,3
1240,432115026,515,NA,NA,NA,11TH,ST,NW,22903,R,NA,NA,1240,330270000,Office Building,1913,6516,12,2
1241,436615066,513,NA,NA,NA,11TH,ST,NW,22903,R,NA,NA,1241,330270000,Office Building,1913,6516,12,2
1242,585716580,838,NA,NA,NA,PAGE,ST,NA,22903,R,NA,NA,1242,330271000,Retail Store,1920,2869,12,1
1243,586216628,805,NA,NA,NA,PAGE,ST,NA,22903,R,NA,NA,1243,330272000,Retail Store,1920,6392,12,2
1244,601216739,802,NA,NA,NA,PAGE,ST,NA,22903,R,NA,NA,1244,330273000,Retail Store,1922,4882,12,2
1247,627116932,112,NA,NA,NA,10TH,ST,NW,22903,R,NA,NA,1247,330277000,"Theaters, Cinema",1949,4158,12,1
1248,113294313,1613,NA,NA,NA,TRAILRIDGE,RD,NA,22903,R,NA,NA,1248,330278000,Office Building,1949,5034,12,2
1249,113344343,708,NA,NA,NA,SHAMROCK,RD,NA,22903,R,NA,NA,1249,340001000,Retail,1966,1200,12,1
1250,270813295,1506,NA,NA,NA,WESTWOOD,RD,NA,22903,R,NA,NA,1250,340003000,Dist. Warehouse,1959,1650,12,1
1251,271513340,1611,NA,NA,NA,HARDWOOD,AVE,NA,22903,R,NA,NA,1251,340004000,Retail Store,1954,8506,12,1
1252,290413522,1606,NA,NA,NA,HARDWOOD,AVE,NA,22903,R,NA,NA,1252,340004000,Retail Store,1954,1680,12,1
1253,291613534,1602,NA,NA,NA,HARDWOOD,AVE,NA,22903,R,NA,NA,1253,340004000,Retail Store,1954,4200,20,1
1254,126395920,105,NA,NA,NA,MONTE VISTA,AVE,NA,22903,R,NA,NA,1254,340004000,Retail Store,1954,4500,14,1
1255,126465930,105,NA,NA,NA,PARK,LN,W,22903,R,NA,NA,1255,340005000,Commercial,1985,5010,14,1
1269,30427512,1105,NA,NA,NA,RIVER,CT,NA,22901,R,NA,NA,1269,340011000,Convenience Market,1990,1480,12,1
1270,31487525,1008,NA,NA,NA,PEARTREE,LN,NA,22901,R,NA,NA,1270,340011000,Convenience Market,1990,1518,12,3
1271,31587538,1017,NA,NA,NA,PEARTREE,LN,NA,22901,R,NA,NA,1271,340013000,Storage Warehouse,1940,1400,12,1
1272,74510761,1644,NA,NA,NA,ST ANNES,RD,NA,22901,R,NA,NA,1272,340014000,Storage Warehouse,1932,864,12,1
1273,198812383,1503,NA,NA,NA,OXFORD,RD,NA,22903,R,NA,NA,1273,340014000,Storage Warehouse,1932,630,12,1
1274,139790,2321,NA,NA,NA,GLENN,CT,NA,22901,R,NA,NA,1274,340014000,Storage Warehouse,1932,1745,14,1
1275,149791,2305,NA,NA,NA,GLENN,CT,NA,22901,R,NA,NA,1275,340015000,Office Building,1977,2693,12,1
1276,259801,2306,NA,NA,NA,GLENN,CT,NA,22901,R,NA,NA,1276,340015000,Office Building,1977,960,12,1
1277,269800,2248,NA,NA,NA,BRANDYWINE,DR,NA,22901,R,NA,NA,1277,340015000,Office Building,1977,121,12,1
1278,379810,2333,NA,NA,NA,GLENN,CT,NA,22901,R,NA,NA,1278,340016000,Convenience Market,1937,384,12,1
1279,389814,2241,NA,NA,NA,BRANDYWINE,DR,NA,22901,R,NA,NA,1279,340016000,Convenience Market,1937,2484,8,1
1302,1309910,100,NA,NA,NA,MARIE,PL,NA,22901,R,NA,NA,1302,340090120,Storage Warehouse,1971,2562,12,1
1303,1319914,2419,NA,NA,NA,HILLWOOD,PL,NA,22901,R,NA,NA,1303,340090200,Mixed Retail w/Res Units,1958,5712,15,1
1304,128196122,1014,NA,NA,NA,DRUID,AVE,NA,22902,R,NA,NA,1304,340090200,Mixed Retail w/Res Units,2017,17928,10,3
1306,272013370,1119,NA,NA,NA,LOCUST,AVE,NA,22901,R,NA,NA,1306,340090200,Mixed Retail w/Res Units,2017,17928,10,3
1309,405214705,916,NA,NA,NA,HENRY,AVE,NA,22903,R,NA,NA,1309,340090500,Storage Warehouse,1963,21594,20,1
1317,1467117421,944,NA,NA,NA,RAYMOND,RD,NA,22902,R,NA,NA,1317,340090A00,Retail Store,2000,2438,16,1
1318,1467217420,942,NA,NA,NA,RAYMOND,RD,NA,22902,R,NA,NA,1318,340090B00,Commercial,0,20500,10,2
1319,652683,237,NA,NA,E,JEFFERSON,ST,NA,22902,NA,NA,NA,1319,340090C00,Commercial,0,4320,10,1
1320,419714889,112,NA,NA,NA,LEWIS MOUNTAIN,CIR,NA,22903,R,NA,NA,1320,350001000,High School (Entire),1959,18694,12,1
1321,449315221,1954,NA,NA,NA,LEWIS MOUNTAIN,RD,NA,22903,R,NA,NA,1321,350001000,High School (Entire),1959,3375,12,1
1322,450615246,1948,NA,NA,NA,LEWIS MOUNTAIN,RD,NA,22903,R,NA,NA,1322,350003000,Church,1925,3268,12,1
1323,455115304,1942,NA,NA,NA,LEWIS MOUNTAIN,RD,NA,22903,R,NA,NA,1323,350004000,Apartments 11-20 Units,1985,7070,8,2
1324,455315284,2012,NA,NA,NA,LEWIS MOUNTAIN,RD,NA,22903,R,NA,NA,1324,350005000,Apartments 1-10 units,1983,3894,12,2
1325,103272904,741,NA,NA,NA,PROSPECT,AVE,NA,22903,R,NA,NA,1325,350010000,Apartments 1-10 units,1967,3424,12,2
1446,1394816490,1121,1,APT,NA,WERTLAND,ST,NA,22903,R,NA,NA,1446,400002400,Restaurant,1978,3008,12,2
1477,1364818386,1115,106,APT,NA,WERTLAND,ST,NA,22903,R,NA,NA,1477,40B003400,Office Building,1976,2982,12,1
1545,290313519,1129,7B,APT,NA,PRESTON,AVE,NA,22903,R,emerickr,2014-12-02T15:04:37.000Z,1545,41B007400,Neighborhood Shopping Ctr.,1987,2940,12,1
1546,290313519,1129,7C,APT,NA,PRESTON,AVE,NA,22903,R,emerickr,2014-12-02T15:04:37.000Z,1546,41B007400,Neighborhood Shopping Ctr.,1987,14535,12,1
1839,13937136,416,5,APT,NA,MONROE,LN,NA,22903,R,NA,NA,1839,530091000,Parking Structure,1975,NA,12,3
1928,103823018,816,A,APT,NA,AVON,ST,NA,22902,R,NA,NA,1928,530155LC0,Office Building,1964,1335,10,1
1090,13933172,765,3B,UNIT,NA,WALKER,SQ,NA,22903,R,NA,NA,1090,330110000,Office Building,1900,335,8,1
1101,452315124,211,NA,NA,NA,EMMET,ST,S,22903,C,emerickr,2014-11-21T15:43:48.000Z,1101,330174000,Office Building,1916,560,12,4
1208,96612282,609,NA,NA,NA,BOLLING,AVE,NA,22902,R,PFAUTZ,2016-03-30T14:07:49.000Z,1208,330248000,Retail Store,1920,1650,12,1
1922,6667127,235,NA,NA,NA,MONTEBELLO,CIR,NA,22903,R,NA,NA,1922,530155000,Office Building,1964,57935,10,1
1941,316413818,1111,1A,APT,NA,PRESTON,AVE,NA,22903,R,emerickr,2014-12-02T15:04:08.000Z,1941,530173190,Office,1989,1671,12,1
1001,137557270,1150,NA,NA,NA,5TH,ST,SW,22902,C,NA,NA,1001,320021000,Fast Food Restaurant,1976,3496,12,1
1059,495315551,706,NA,NA,NA,ALBEMARLE,ST,NA,22903,C,NA,NA,1059,320198000,Hotel,1957,84560,9,7
1110,325013827,1134,NA,NA,NA,ROSE HILL,DR,NA,22903,C,NA,NA,1110,330180000,Office Building,1898,4552,8,2
1134,540620133,1309,D3,UNIT,NA,WERTLAND,ST,NA,22903,R,NA,NA,1134,330200150,Office Building,1987,1129,12,1
1237,711320834,110,NA,NA,NA,5TH,ST,NE,22902,C,NA,NA,1237,330268000,Retail Store,1920,2436,12,3
1245,602516736,202,NA,NA,NA,10TH,ST,NW,22903,C,NA,NA,1245,330274000,Restaurant,1920,5928,12,2
1326,83561221,501,NA,NA,NA,CHERRY,AVE,NA,22903,C,NA,NA,1326,350030000,Apartments 1-10 units,1957,2400,10,2
1345,545116324,1215,C31,UNIT,NA,WERTLAND,ST,NA,22903,R,NA,NA,1345,350064100,Office Building,1950,3388,10,1
1346,545116324,1215,C32,UNIT,NA,WERTLAND,ST,NA,22903,R,NA,NA,1346,350064100,Office Building,1950,1225,10,1
1428,54698064,910,NA,NA,NA,RIVER,RD,NA,22901,C,NA,NA,1428,370080100,Office Building,1952,4709,12,1
1438,165911995,2102,7,APT,NA,ARLINGTON,BLVD,NA,22903,R,NA,NA,1438,400001200,Retail,1961,3305,12,1
1439,165911995,2102,8,APT,NA,ARLINGTON,BLVD,NA,22903,R,NA,NA,1439,400001300,Restaurant,1966,2080,12,1
1451,540616328,1303,A1,UNIT,NA,WERTLAND,ST,NA,22903,R,NA,NA,1451,400004B00,Motel,1983,60075,12,3
1606,403414747,1010,NA,NA,NA,PRESTON,AVE,NA,22903,C,NA,NA,1606,48B001000,City Club,1972,3001,12,1
1611,471815434,604,NA,NA,NA,CONCORD,AVE,NA,22903,C,NA,NA,1611,490065000,Church,1965,6449,12,1
1678,476915480,701,NA,NA,NA,CHARLTON,AVE,NA,22903,C,NA,NA,1678,500050000,Retail Store,1973,1680,12,1
1679,493715652,604,NA,NA,NA,HENRY,AVE,NA,22903,C,NA,NA,1679,500050000,Retail Store,1973,3264,12,1
1680,500515696,600,NA,NA,NA,HENRY,AVE,NA,22903,C,NA,NA,1680,500053000,Retail Store,1940,NA,NA,NA
1881,135187011,105,NA,NA,NA,KEYSTONE,PL,NA,22902,C,NA,NA,1881,530105000,Office Building,1920,1306,12,2
1981,48087927,1160,NA,NA,NA,RIVER,RD,NA,22901,C,NA,NA,1981,530257000,Office Building,1920,208,10,1
1425,139511571,2016,NA,NA,NA,SPOTTSWOOD,RD,NA,22903,R,PFAUTZ,2017-05-22T14:17:08.000Z,56324,370036000,Church,1965,5711,12,1
1191,829438505,2005,NA,#,NA,JEFFERSON PARK,AVE,NA,22903,R,PFAUTZ,2016-02-19T21:21:40.000Z,1191,330233000,Mixed Retail w/Res Units,1828,1200,12,1
1360,230912849,101,B,APT,NA,MEGAN,CT,NA,22901,R,NA,NA,1360,350098000,Office Building,1953,720,12,1
1385,127236007,1603,NA,NA,NA,6TH,ST,SE,22902,R,NA,NA,1385,350132000,Office Building,1900,25208,12,1
1386,113144328,1201,NA,NA,NA,6TH,ST,SE,22902,NA,NA,NA,1386,350132000,Office Building,1900,14064,12,2
1387,113214282,1114,NA,NA,NA,AVON,ST,NA,22902,R,NA,NA,1387,350132100,Commercial,0,NA,NA,NA
1388,218612665,1108,NA,NA,NA,WELLFORD,ST,NA,22903,R,NA,NA,1388,350132300,Office Building,1990,11848,14,1
