,objectid,lat,lon,bin,st_number,st_unit,unit_type,predir,st_name,suffix,postdir,zip,use_type,last_edited_user,last_edited_date,master_address_id,parcel_number,use_code,year_built,gross_area,story_height,number_of_stories,address
246,2150,38.0242991,-78.4994562,96842254,1416,B,#,,BRIARCLIFF,AVE,,22903,R,PFAUTZ,2016-11-28T17:23:18.000Z,50759,540277A10,Office,2001.0,2262.0,12.0,1.0,"1416 BRIARCLIFF AVE Charlottesville, VA"
247,2214,38.0442222,-78.513397,269013239,2171,10,#,,IVY,RD,,22903,C,PFAUTZ,2016-11-28T17:23:14.000Z,50766,5600442E0,Office Building,1987.0,,,,"2171 IVY RD Charlottesville, VA"
248,2215,38.0442843,-78.5134524,269013239,2171,11,#,,IVY,RD,,22903,C,PFAUTZ,2016-11-28T17:23:14.000Z,50767,5600442F0,Office Building,1987.0,4199.0,11.0,1.0,"2171 IVY RD Charlottesville, VA"
249,2235,38.0303769,-78.48180649999998,6984753,107,304,#,,1ST,ST,S,22902,,PFAUTZ,2016-11-28T17:23:18.000Z,50774,570022000,Mixed Retail w/Res Units,1950.0,3214.0,12.0,1.0,"107 1ST ST Charlottesville, VA"
250,2250,38.0291881,-78.4795434,7667634,400,B,#,E,WATER,ST,,22902,C,PFAUTZ,2016-11-28T17:23:14.000Z,50780,570065000,Elementary Sch (Entire),1930.0,12904.0,12.0,2.0,"400 WATER ST Charlottesville, VA"
251,2251,38.029001,-78.479259,7667634,410,1100,#,E,WATER,ST,,22902,C,PFAUTZ,2016-11-28T17:23:14.000Z,50781,570065000,Elementary Sch (Entire),1930.0,4127.0,20.0,1.0,"410 WATER ST Charlottesville, VA"
252,2269,38.0590519067656,-78.4891141581896,80010810,1718,D,#,,HYDRAULIC,RD,,22901,C,PFAUTZ,2016-11-28T17:23:14.000Z,50786,570124000,Group Care Home,1989.0,5248.0,8.0,1.0,"1718 HYDRAULIC RD Charlottesville, VA"
253,2288,38.021361,-78.486792,82971277,500,413,#,,1ST,ST,S,22902,R,PFAUTZ,2016-11-28T17:23:18.000Z,50795,580147000,Multiple Commercial Use,1920.0,42.0,8.0,1.0,"500 1ST ST Charlottesville, VA"
254,2289,38.023259,-78.48571299999998,82971277,500,415,#,,1ST,ST,S,22902,R,PFAUTZ,2016-11-28T17:23:18.000Z,50796,580147000,Multiple Commercial Use,1920.0,0.0,8.0,1.0,"500 1ST ST Charlottesville, VA"
255,2291,38.0371284,-78.4583938,48197949,1313,1,#,,BELLEVIEW,AVE,,22901,C,PFAUTZ,2016-11-28T17:23:14.000Z,50798,580161000,Church,1958.0,10525.0,20.0,1.0,"1313 BELLEVIEW AVE Charlottesville, VA"
256,2292,38.0371284,-78.4583938,48197949,1313,2,#,,BELLEVIEW,AVE,,22901,C,PFAUTZ,2016-11-28T17:23:14.000Z,50799,580172000,Apartments 1-10 units,1937.0,,,,"1313 BELLEVIEW AVE Charlottesville, VA"
257,2298,38.0330199,-78.48385209999998,626716927,300,305,#,,PRESTON,AVE,,22902,C,PFAUTZ,2016-11-28T17:23:14.000Z,50804,580254000,Apartments 1-10 units,1920.0,,,,"300 PRESTON AVE Charlottesville, VA"
258,2341,38.036318900000005,-78.48350760000002,516815844,750,207,#,,HARRIS,ST,,22903,C,PFAUTZ,2016-11-28T17:23:14.000Z,50813,600226000,Church,1920.0,3707.0,12.0,1.0,"750 HARRIS ST Charlottesville, VA"
259,2070,38.039665,-78.465985,396214633,912,B,APT,,ST CHARLES,AVE,,22901,R,,,2070,540112000,Office Building,1920.0,1890.0,8.0,2.0,"912 ST CHARLES AVE Charlottesville, VA"
260,2081,38.0294094,-78.51113000000001,7530554,1810,,,,CHELSEA,DR,,22903,R,,,2081,540120000,Classroom  (Elem/2nd Sch),,,,,"1810 CHELSEA DR Charlottesville, VA"
261,2082,38.01788,-78.51313499999998,124585694,2607,,,,JEFFERSON PARK,AVE,,22903,R,,,2082,540120000,Classroom  (Elem/2nd Sch),,,,,"2607 JEFFERSON PARK AVE Charlottesville, VA"
262,2083,38.016262,-78.511208,130036354,2716,,,,JEFFERSON PARK,AVE,,22903,R,,,2083,540123000,Day Care Center,1946.0,3018.0,9.0,1.0,"2716 JEFFERSON PARK AVE Charlottesville, VA"
263,2084,38.037748799999996,-78.47370699999998,466015430,709,,,,CARGIL,LN,,22902,R,,,2084,540123000,Day Care Center,1946.0,3018.0,9.0,1.0,"709 CARGIL LN Charlottesville, VA"
264,2085,38.0247631,-78.5102047,94782062,2226,,,,CENTER,AVE,,22903,R,,,2085,540123000,Day Care Center,1946.0,3018.0,9.0,1.0,"2226 CENTER AVE Charlottesville, VA"
265,2086,38.0244198,-78.5052267,94902221,1509,,,,CHERRY,AVE,,22903,R,,,2086,540125000,Office Building,1946.0,930.0,8.0,1.0,"1509 CHERRY AVE Charlottesville, VA"
266,2087,38.038349033557,-78.4941733221476,445115169,1101,,,,GORDON,AVE,,22903,R,,,2087,540125000,Office Building,1946.0,657.0,8.0,1.0,"1101 GORDON AVE Charlottesville, VA"
267,2088,38.024386299999996,-78.50571490000002,95452229,1513,,,,CHERRY,AVE,,22903,R,,,2088,540126000,Medical Office,1990.0,2160.0,10.0,1.0,"1513 CHERRY AVE Charlottesville, VA"
268,2089,38.0197781,-78.46611419999998,116824799,1506,,,,MIDLAND,ST,,22902,R,,,2089,540126000,Medical Office,1990.0,1721.0,10.0,1.0,"1506 MIDLAND ST Charlottesville, VA"
269,2090,38.0195899,-78.4683344,117354896,1402,,,,VINE,ST,,22902,R,,,2090,540127000,Medical Office,1972.0,20562.0,10.0,2.0,"1402 VINE ST Charlottesville, VA"
270,2091,38.0166903,-78.483164,128686176,714,,,,PALATINE,AVE,,22902,R,,,2091,540128000,Office Building,1925.0,3340.0,10.0,2.0,"714 PALATINE AVE Charlottesville, VA"
271,2092,38.0162242,-78.48010049999998,130006326,906,,,,ROCKLAND,AVE,,22902,R,,,2092,540128000,Office Building,1925.0,142.0,10.0,1.0,"906 ROCKLAND AVE Charlottesville, VA"
272,2094,38.01554505,-78.4777314956681,131506546,415,,,,QUARRY,RD,,22902,R,,,2094,540129000,Office Building,1925.0,1162.0,10.0,2.0,"415 QUARRY RD Charlottesville, VA"
273,2095,38.0258793242975,-78.4744075642377,93729509,231,,,,DOUGLAS,AVE,,22902,,,,2095,540129000,Office Building,1925.0,256.0,10.0,1.0,"231 DOUGLAS AVE Charlottesville, VA"
274,2096,38.02761485,-78.4944503173874,82231143,717,,,,ELM,ST,,22903,R,,,2096,540130000,Office Building,1985.0,3192.0,8.0,2.0,"717 ELM ST Charlottesville, VA"
275,2097,38.06289900000001,-78.46611419999998,41810287,2236,,,,BANBURY,ST,,22901,R,,,2097,540131000,Commercial,1925.0,2044.0,,,"2236 BANBURY ST Charlottesville, VA"
276,2098,38.062810600000006,-78.4668691,42410305,2231,,,,BANBURY,ST,,22901,R,,,2098,540131000,Commercial,1925.0,252.0,,,"2231 BANBURY ST Charlottesville, VA"
277,2099,38.0607846834759,-78.4678572231243,50710412,2223,,,,BANBURY,ST,,22901,R,,,2099,540133000,Office Building,1925.0,2744.0,10.0,2.0,"2223 BANBURY ST Charlottesville, VA"
278,2100,38.023959,-78.472335,140493740,1316,,,,CARLTON,AVE,,22902,R,,,2100,540134000,Office Building,1925.0,1644.0,8.0,2.0,"1316 CARLTON AVE Charlottesville, VA"
279,2101,38.0613124,-78.4678016,59810531,2215,,,,BANBURY,ST,,22901,R,,,2101,540137120,Office Building,2007.0,1260.0,12.0,1.0,"2215 BANBURY ST Charlottesville, VA"
280,2102,38.0495846903104,-78.4912620478413,166211959,1309,,,,RUGBY,RD,,22903,R,,,2102,540137130,Office Building,2007.0,0.0,12.0,1.0,"1309 RUGBY RD Charlottesville, VA"
281,2103,38.02078615,-78.5078162352599,1461217348,910,,,,RAINIER,RD,,22903,R,,,2103,540137190,Office Building,2007.0,1305.0,12.0,1.0,"910 RAINIER RD Charlottesville, VA"
282,2104,38.03848635,-78.485026459622,442415143,908,,,,FOREST,ST,,22903,R,,,2104,540137A00,Office,0.0,984.0,10.0,1.0,"908 FOREST ST Charlottesville, VA"
283,2106,38.0308932,-78.4747793431331,68948531,813,,,E,JEFFERSON,ST,,22902,,,,2106,540137C00,Office,0.0,2326.0,9.0,3.0,"813 JEFFERSON ST Charlottesville, VA"
284,2107,38.027812,-78.4677128,81828973,1214,,,E,JEFFERSON,ST,,22902,R,,,2107,540137D00,Office Building,0.0,2495.0,9.0,3.0,"1214 JEFFERSON ST Charlottesville, VA"
285,2349,38.0397676919406,-78.4662368132733,396214633,912,A,APT,,ST CHARLES,AVE,,22901,R,,,2349,610049300,Office Building,1991.0,1800.0,10.0,1.0,"912 ST CHARLES AVE Charlottesville, VA"
286,2377,38.0358435,-78.5004675,539517481,5,,,,ELLIEWOOD,AVE,,22903,,,,2377,610098000,Storage Warehouse,1949.0,3307.0,12.0,1.0,"5 ELLIEWOOD AVE Charlottesville, VA"
287,2378,38.0368490481032,-78.5095387044387,505115767,1920,,,,THOMSON,RD,,22903,R,,,2378,610102000,Storage Warehouse,1973.0,2784.0,12.0,1.0,"1920 THOMSON RD Charlottesville, VA"
288,2379,38.0354023587267,-78.5007038443875,533017480,11,,,,ELLIEWOOD,AVE,,22903,,,,2379,610107000,Multiple Commercial Use,1950.0,2627.0,12.0,1.0,"11 ELLIEWOOD AVE Charlottesville, VA"
289,2380,38.0353629255725,-78.500752406388,545817484,3,,,,ELLIEWOOD,AVE,,22903,,,,2380,610107000,Multiple Commercial Use,1950.0,2627.0,12.0,1.0,"3 ELLIEWOOD AVE Charlottesville, VA"
290,2325,38.02102995,-78.50006405,110764037,105,B,APT,,ANTOINETTE,CT,,22903,R,,,2325,580348000,Retail Store,1923.0,1059.0,12.0,1.0,"105 ANTOINETTE CT Charlottesville, VA"
291,2326,38.020376899999995,-78.4994118,113864454,1508,B,APT,,ANTOINETTE,AVE,,22903,R,,,2326,580348100,Commercial,1953.0,1296.0,8.0,2.0,"1508 ANTOINETTE AVE Charlottesville, VA"
292,2358,38.0364284361673,-78.4622223036096,51318005,1204,B,APT,,LANDONIA,CIR,,22901,R,,,2358,610049600,Office Building,1990.0,10500.0,16.0,1.0,"1204 LANDONIA CIR Charlottesville, VA"
293,2001,38.02823739999999,-78.49057789999998,8008936,333,,,,6TH,ST,SW,22903,R,,,2001,530270000,Office Building,1920.0,2820.0,10.0,2.0,"333 6TH ST Charlottesville, VA"
294,2002,38.0274887,-78.5016848381538,1436617322,1305,,,,NUNLEY,ST,,22903,R,,,2002,530271000,Medical Office,1980.0,3378.0,10.0,2.0,"1305 NUNLEY ST Charlottesville, VA"
295,2003,38.01496525,-78.5103979149814,133246728,102,,,,HARRIS,RD,,22903,R,,,2003,530272000,Office Building,1890.0,2698.0,10.0,1.0,"102 HARRIS RD Charlottesville, VA"
296,2035,38.02028805,-78.51504495,114474516,100,A,APT,,SUNSET,AVE,,22903,R,,,2035,530299A00,Medical Office,1998.0,3260.0,10.0,2.0,"100 SUNSET AVE Charlottesville, VA"
297,2059,38.010414,-78.505528,742620843,104,,,,5TH,ST,SE,22902,,,,2059,540033000,Office Building,1900.0,532.0,8.0,2.0,"104 5TH ST Charlottesville, VA"
298,2167,38.02807135,-78.4791497427852,7882911,505,,,,GARRETT,ST,,22902,C,,,2167,560001000,Multiple Commercial Use,1950.0,120.0,10.0,1.0,"505 GARRETT ST Charlottesville, VA"
299,2178,38.025783000000004,-78.514223,89281624,2108,A,APT,,JEFFERSON PARK,AVE,,22903,R,,,2178,560027000,Storage Warehouse,1950.0,7164.0,12.0,1.0,"2108 JEFFERSON PARK AVE Charlottesville, VA"
300,2189,38.025665000000004,-78.51598990000001,90191711,2208,,,,FONTAINE,AVE,,22903,C,,,2189,5600404A0,Mini-warehouse,2000.0,46250.0,12.0,1.0,"2208 FONTAINE AVE Charlottesville, VA"
301,2254,38.0145413,-78.514725,134416868,229,,,,MONTE VISTA,AVE,,22903,R,,,2254,570093000,Market,1932.0,975.0,12.0,1.0,"229 MONTE VISTA AVE Charlottesville, VA"
302,2256,38.037224200000004,-78.4857983,495315551,702,,,,CHARLTON,AVE,,22903,C,,,2256,570115000,Industrial Light Manufacturing,1931.0,22384.0,12.0,4.0,"702 CHARLTON AVE Charlottesville, VA"
303,2258,38.0229337,-78.45978450000001,1028420016,1700,,,E,MARKET,ST,,22902,R,,,2258,570119000,Office Building,1940.0,1422.0,12.0,2.0,"1700 MARKET ST Charlottesville, VA"
304,2261,38.0336160496265,-78.4772412269423,617616854,408,,,,HEDGE,ST,,22902,R,,,2261,570121000,Commercial,1942.0,324.0,12.0,1.0,"408 HEDGE ST Charlottesville, VA"
305,2262,38.033260799999994,-78.47659300000001,622016907,433,,,,PARK,ST,,22902,,,,2262,570121100,Commercial,1960.0,2025.0,12.0,1.0,"433 PARK ST Charlottesville, VA"
306,2263,38.0332819,-78.4742287,623516902,514,,,,8TH,ST,NE,22902,R,,,2263,570121200,Office Building,1970.0,5280.0,12.0,1.0,"514 8TH ST Charlottesville, VA"
307,2264,38.0649423706033,-78.4650563204008,34610200,112,,,,GREENBRIER,TER,,22901,R,,,2264,570122000,Service Repair Garage,1985.0,5618.0,12.0,1.0,"112 GREENBRIER TER Charlottesville, VA"
308,2265,38.0634783,-78.467846,34710222,2133,,,,TARLETON,DR,,22901,R,,,2265,570122000,Service Repair Garage,1985.0,968.0,12.0,1.0,"2133 TARLETON DR Charlottesville, VA"
309,2321,38.015944299999994,-78.50267439999998,130756420,121,B,APT,,WELK,PL,,22903,R,,,2321,580335000,Office,1910.0,389.0,8.0,1.0,"121 WELK PL Charlottesville, VA"
310,2322,38.018111299999994,-78.5182312,123735584,2621,A,APT,,JEFFERSON PARK,CIR,,22903,R,,,2322,580336000,Office Building,1984.0,6975.0,12.0,1.5,"2621 JEFFERSON PARK CIR Charlottesville, VA"
311,2329,38.0142661,-78.48258679999998,134896945,1613,A,APT,,MERIDIAN,ST,,22902,R,,,2329,590029000,Market,1920.0,480.0,10.0,1.0,"1613 MERIDIAN ST Charlottesville, VA"
312,2356,38.061616799999996,-78.4749946,56010489,1806,B,APT,,YORKTOWN,DR,,22901,R,,,2356,610049500,Office Building,1992.0,1350.0,20.0,1.0,"1806 YORKTOWN DR Charlottesville, VA"
313,2357,38.062883,-78.475351,40310316,1814,A,APT,,YORKTOWN,DR,,22901,R,,,2357,610049600,Office Building,1990.0,3300.0,10.0,1.0,"1814 YORKTOWN DR Charlottesville, VA"
314,2036,38.0306367,-78.47063729999998,139128516,402,B 7,APT,,11TH,ST,NE,22902,R,PFAUTZ,2016-06-14T19:30:29.000Z,49772,530301000,Office Building,1900.0,2366.0,8.0,2.0,"402 11TH ST Charlottesville, VA"
315,2253,0.0,0.0,139128516,402,B 3,APT,,11TH,ST,NE,22902,R,PFAUTZ,2016-06-14T19:30:34.000Z,49775,570093000,Market,1932.0,1950.0,12.0,1.0,"402 11TH ST Charlottesville, VA"
316,2172,38.02286489999999,-78.4953946,95563005,770,E,APT,,PROSPECT,AVE,,22903,R,,,2172,560008100,Office Building,0.0,3080.0,16.0,1.0,"770 PROSPECT AVE Charlottesville, VA"
317,2173,38.02286489999999,-78.4953946,95563005,770,F,APT,,PROSPECT,AVE,,22903,R,,,2173,560008100,Office Building,0.0,3104.0,16.0,1.0,"770 PROSPECT AVE Charlottesville, VA"
318,2174,38.02338820000001,-78.4949895,95562845,748,D,APT,,PROSPECT,AVE,,22903,R,,,2174,560009000,Storage Warehouse,1972.0,3010.0,10.0,2.0,"748 PROSPECT AVE Charlottesville, VA"
319,2175,38.023694,-78.49508259999999,95562744,738,B,APT,,PROSPECT,AVE,,22903,R,,,2175,560019000,Office Building,0.0,12885.0,10.0,2.0,"738 PROSPECT AVE Charlottesville, VA"
320,2037,38.0304529,-78.47852440000001,70233279,408,203A,#,E,MARKET,ST,,22902,,PFAUTZ,2016-11-28T17:22:53.000Z,50729,530301000,Office Building,1900.0,104.0,12.0,1.0,"408 MARKET ST Charlottesville, VA"
321,2183,38.0630239,-78.48835150000001,34210110,206,,,,ZAN,RD,,22901,C,,,2183,560029200,Commercial,1963.0,1200.0,12.0,1.0,"206 ZAN RD Charlottesville, VA"
322,2185,38.0627011,-78.4876283,34210110,204,,,,ZAN,RD,,22901,C,,,2185,5600404A0,Mini-warehouse,2000.0,46250.0,12.0,1.0,"204 ZAN RD Charlottesville, VA"
323,2221,38.03459829999999,-78.49734769999998,545116324,1215,B41,UNIT,,WERTLAND,ST,,22903,R,,,2221,560048000,Apartments 11-20 Units,1999.0,3400.0,8.0,1.0,"1215 WERTLAND ST Charlottesville, VA"
324,2222,38.03459829999999,-78.49734769999998,545116324,1215,B43,UNIT,,WERTLAND,ST,,22903,R,,,2222,560048000,Apartments 11-20 Units,1999.0,5032.0,8.0,2.0,"1215 WERTLAND ST Charlottesville, VA"
325,2281,38.03459829999999,-78.49734769999998,545116324,1215,C42,UNIT,,WERTLAND,ST,,22903,R,,,2281,580002000,Office Building,1885.0,2503.0,12.0,1.0,"1215 WERTLAND ST Charlottesville, VA"
326,2282,38.03459829999999,-78.49734769999998,545116324,1215,C43,UNIT,,WERTLAND,ST,,22903,R,,,2282,580112000,Retail Store,0.0,698.0,10.0,1.0,"1215 WERTLAND ST Charlottesville, VA"
327,2283,38.03459829999999,-78.49734769999998,545116324,1215,B42,UNIT,,WERTLAND,ST,,22903,R,,,2283,580114000,Service Repair Garage,1950.0,3156.0,16.0,1.0,"1215 WERTLAND ST Charlottesville, VA"
328,2293,38.03459829999999,-78.49734769999998,545116324,1215,C23,UNIT,,WERTLAND,ST,,22903,R,,,2293,580183000,Church,1940.0,2500.0,20.0,1.0,"1215 WERTLAND ST Charlottesville, VA"
329,2004,38.0270645861026,-78.4654637231082,83489074,1315,,,,CHESAPEAKE,ST,,22902,R,,,2004,530272000,Office Building,1890.0,2698.0,10.0,1.0,"1315 CHESAPEAKE ST Charlottesville, VA"
330,2005,38.0262405,-78.46420479999998,88169267,1332,,,,CHESAPEAKE,ST,,22902,R,,,2005,530272000,Office Building,1890.0,2698.0,10.0,1.0,"1332 CHESAPEAKE ST Charlottesville, VA"
331,2010,38.017567,-78.494106,1440017191,191,,,,BROOKWOOD,DR,,22902,R,,,2010,530275100,Office Building,1925.0,149.0,10.0,1.0,"191 BROOKWOOD DR Charlottesville, VA"
332,2011,38.0330227142857,-78.4655143673469,62298287,706,,,,GILLESPIE,AVE,,22902,R,,,2011,530276000,Office Building,1914.0,4666.0,10.0,2.0,"706 GILLESPIE AVE Charlottesville, VA"
333,2012,38.0325675,-78.4662918,63948355,1312,,,,POPLAR,ST,,22902,R,,,2012,530276000,Office Building,1914.0,4966.0,10.0,1.0,"1312 POPLAR ST Charlottesville, VA"
334,2013,38.03734098096,-78.4723840173621,469915527,709,,,,LYONS COURT,LN,,22902,R,,,2013,530280000,Medical Office,1923.0,3213.0,10.0,2.5,"709 LYONS COURT LN Charlottesville, VA"
335,2014,38.022877,-78.484712,88201822,201,,,,ELLIOTT,AVE,,22902,C,,,2014,530280000,Medical Office,1923.0,172.0,10.0,1.0,"201 ELLIOTT AVE Charlottesville, VA"
336,2015,38.030028,-78.4694889,72358673,1116,,,,LITTLE HIGH,ST,,22902,R,,,2015,530281000,Office Building,1923.0,1934.0,10.0,1.5,"1116 LITTLE HIGH ST Charlottesville, VA"
337,2017,38.0295675196297,-78.4679261287152,75628767,1208,,,,LITTLE HIGH,ST,,22902,R,,,2017,530286000,Office Building,1950.0,5755.0,10.0,1.0,"1208 LITTLE HIGH ST Charlottesville, VA"
338,2018,38.03374935,-78.4813034752026,606216791,404,,,,ALTAMONT,CIR,,22902,R,,,2018,530288000,Service Repair Garage,1964.0,8846.0,12.0,1.0,"404 ALTAMONT CIR Charlottesville, VA"
339,2019,38.0336416,-78.4808553,613216824,405,,,,ALTAMONT,CIR,,22902,R,,,2019,530291000,Office Building,1920.0,3586.0,10.0,2.0,"405 ALTAMONT CIR Charlottesville, VA"
340,2020,38.0302658949701,-78.4634299072946,68368520,522,,,,CAROLINE,AVE,,22902,R,,,2020,530292000,Office Building,1910.0,3804.0,10.0,2.0,"522 CAROLINE AVE Charlottesville, VA"
341,2021,38.0414465581395,-78.5144059302326,350714135,2116,,,,TWYMAN,RD,,22903,R,,,2021,530293000,Market,1961.0,2321.0,12.0,1.0,"2116 TWYMAN RD Charlottesville, VA"
342,2026,38.0505207,-78.4834930651363,157511815,1603,,,,DEL MAR,DR,,22903,R,,,2026,530299110,Office,1989.0,860.0,10.0,1.0,"1603 DEL MAR DR Charlottesville, VA"
343,2027,38.0359555025286,-78.4755154033822,532316027,625,,,,PARK,ST,,22902,R,,,2027,530299200,Retail,1989.0,870.0,10.0,1.0,"625 PARK ST Charlottesville, VA"
344,2028,38.0343542857143,-78.4736910816327,587816635,711,,,,FARISH,ST,,22902,R,,,2028,530299300,Medical Office,1989.0,3349.0,10.0,1.0,"711 FARISH ST Charlottesville, VA"
345,2029,38.043537873414,-78.4686077950778,275213453,611,,,,NORTH,AVE,,22901,R,,,2029,530299400,Medical Office,1989.0,2109.0,10.0,1.0,"611 NORTH AVE Charlottesville, VA"
346,2042,38.033081152303,-78.463135352762,631920023,1424,,,,HAZEL,ST,,22902,R,,,2042,540007000,Medical Office,1953.0,4715.0,10.0,1.0,"1424 HAZEL ST Charlottesville, VA"
347,2043,38.0332671,-78.474595,623816906,513,,,,8TH,ST,NE,22902,R,,,2043,540007000,Medical Office,1953.0,9860.0,10.0,1.0,"513 8TH ST Charlottesville, VA"
348,2044,38.0615182514743,-78.468582740681,35010211,2136,,,,TARLETON,DR,,22901,R,,,2044,540008000,Office Building,1924.0,2214.0,10.0,2.0,"2136 TARLETON DR Charlottesville, VA"
349,2056,38.0240689,-78.5028968453857,97682356,1422,,,,CHERRY,AVE,,22903,R,,,2056,540021000,Office Building,1910.0,35.0,12.0,1.0,"1422 CHERRY AVE Charlottesville, VA"
350,2057,38.0238534,-78.4713770003834,99202457,1106,,,,MYRTLE,ST,,22902,R,,,2057,540024000,Office Building,1925.0,1260.0,8.0,1.0,"1106 MYRTLE ST Charlottesville, VA"
351,2058,38.0161282,-78.49399609999998,1501619739,947,,,,RAYMOND,RD,,22902,R,,,2058,540025000,Apartments 1-10 units,1893.0,2116.0,8.0,2.0,"947 RAYMOND RD Charlottesville, VA"
352,2060,38.0153891,-78.5084225,131966591,124,,,,HARRIS,RD,,22903,R,,,2060,540033000,Office Building,1900.0,409.0,8.0,1.0,"124 HARRIS RD Charlottesville, VA"
353,2077,38.03668529999999,-78.50952640000001,507115789,1918,,,,THOMSON,RD,,22903,R,,,2077,540118000,Medical Office,1965.0,3204.0,10.0,2.0,"1918 THOMSON RD Charlottesville, VA"
354,2078,38.0303806,-78.5056705,7090277,507,,,,VALLEY,RD,,22903,R,,,2078,540119000,Medical Office,1981.0,9650.0,10.0,2.0,"507 VALLEY RD Charlottesville, VA"
355,2079,38.02955,-78.50593690000001,7395493,521,,,,VALLEY,RD,,22903,R,,,2079,540119000,Medical Office,1981.0,9650.0,10.0,2.0,"521 VALLEY RD Charlottesville, VA"
356,2080,38.0303782,-78.5109191,7077284,315,,,,MONTEBELLO,CIR,,22903,R,,,2080,540120000,Classroom  (Elem/2nd Sch),,,,,"315 MONTEBELLO CIR Charlottesville, VA"
357,2159,38.0233875,-78.4960800508421,101772719,728,,,,ORANGEDALE,AVE,,22903,R,,,2159,550019000,Natatorium (Swimming Pool),1975.0,1020.0,12.0,1.0,"728 ORANGEDALE AVE Charlottesville, VA"
358,2160,38.020323,-78.497259,114624480,814,,,,PROSPECT,AVE,,22903,R,,,2160,550019000,Natatorium (Swimming Pool),1975.0,2154.0,12.0,1.0,"814 PROSPECT AVE Charlottesville, VA"
359,2161,38.023845200000004,-78.47051009999998,99252474,310,,,,CHESTNUT,ST,,22902,R,,,2161,550025000,Office Building,1954.0,260.0,10.0,1.0,"310 CHESTNUT ST Charlottesville, VA"
360,2233,38.050077,-78.508204,157011907,2424,H4,UNIT,,ARLINGTON,BLVD,,22903,R,,,2233,570020000,Service Repair Garage,1983.0,3600.0,16.0,1.0,"2424 ARLINGTON BLVD Charlottesville, VA"
361,2234,38.050077,-78.508204,157011907,2424,H6,UNIT,,ARLINGTON,BLVD,,22903,R,,,2234,570020000,Service Repair Garage,1983.0,504.0,10.0,1.0,"2424 ARLINGTON BLVD Charlottesville, VA"
362,2025,38.0612834,-78.48578459999999,49210701,2111,114,APT,,MICHIE,DR,,22901,R,,,2025,530299101,Office,1989.0,2247.0,10.0,1.0,"2111 MICHIE DR Charlottesville, VA"
363,2073,38.0392223,-78.45885,41597748,1223,B,APT,,COLEMAN,CT,,22901,R,,,2073,540113000,Commercial,1954.0,3032.0,8.0,2.0,"1223 COLEMAN CT Charlottesville, VA"
364,2124,38.064217299999996,-78.4951059,28710129,1910,B,APT,,CEDAR HILL,RD,,22901,R,,,2124,540150000,Office Building,1925.0,190.0,10.0,1.0,"1910 CEDAR HILL RD Charlottesville, VA"
365,2125,38.064217299999996,-78.4951059,28710129,1910,A,APT,,CEDAR HILL,RD,,22901,R,,,2125,540154000,Multiple Commercial Use,1984.0,16744.0,12.0,1.0,"1910 CEDAR HILL RD Charlottesville, VA"
366,2132,38.0604007405818,-78.4867794858263,49210701,2111,115,APT,,MICHIE,DR,,22901,R,,,2132,540159000,Dist. Warehouse,1973.0,18672.0,20.0,1.0,"2111 MICHIE DR Charlottesville, VA"
367,2162,38.0300234,-78.4665583,72368668,1212,,,,MERIWETHER,ST,,22902,R,,,2162,550042100,Church,1966.0,1335.0,12.0,1.0,"1212 MERIWETHER ST Charlottesville, VA"
368,2164,38.0292656,-78.46646059999998,76088774,400,,,,13TH,ST,NE,22902,R,,,2164,55A088900,Church,1992.0,7650.0,12.0,1.0,"400 13TH ST Charlottesville, VA"
369,2165,38.045629299999995,-78.4886246,231712825,1610,,,,RUGBY,AVE,,22903,R,,,2165,55A146000,Church,1920.0,1805.0,20.0,1.0,"1610 RUGBY AVE Charlottesville, VA"
370,2166,38.0240881,-78.4838965,88201822,969,,,,2ND,ST,SE,22902,C,,,2166,560001000,Multiple Commercial Use,1950.0,1810.0,10.0,2.0,"969 2ND ST Charlottesville, VA"
371,2169,38.018516,-78.51033100000001,122265403,2515,,,,WILLARD,DR,,22903,R,,,2169,560005000,Commercial,1961.0,5067.0,12.0,1.0,"2515 WILLARD DR Charlottesville, VA"
372,2170,38.0382927,-78.50996049999999,438715204,1929,,,,LEWIS MOUNTAIN,RD,,22903,R,,,2170,560006000,Office,1985.0,6448.0,12.0,2.0,"1929 LEWIS MOUNTAIN RD Charlottesville, VA"
373,2176,38.023694,-78.49508259999999,95562744,740,E,APT,,PROSPECT,AVE,,22903,R,,,2176,560019000,Office Building,0.0,660.0,10.0,2.0,"740 PROSPECT AVE Charlottesville, VA"
374,2177,38.02297935,-78.4947527081073,95562744,740,F,APT,,PROSPECT,AVE,,22903,R,,,2177,560021000,Commercial,0.0,1640.0,16.0,1.0,"740 PROSPECT AVE Charlottesville, VA"
375,2179,38.051358,-78.48339299999998,152511732,1619,,,,ROSE HILL,DR,,22903,R,EMERICKR,2015-11-16T18:23:15.000Z,2179,560028000,Storage Warehouse,1945.0,8121.0,12.0,1.0,"1619 ROSE HILL DR Charlottesville, VA"
376,2182,38.0275136,-78.5034956,82721181,118,,,,NORTH BAKER,ST,,22903,R,,,2182,560029200,Commercial,1963.0,900.0,12.0,1.0,"118 NORTH BAKER ST Charlottesville, VA"
377,68,38.0316903061224,-78.4791447346939,6680130,306,B,#,E,JEFFERSON,ST,,22902,,PFAUTZ,2016-11-28T17:22:54.000Z,50163,040210000,Apartments 1-10 units,1947.0,2910.0,12.0,2.0,"306 JEFFERSON ST Charlottesville, VA"
