RecordID_Int,ParcelNumber,UseCode,Style,Grade,ExtWalls,Roof,Flooring,BsmtType,Heating,Fireplace,YearBuilt,NoOfStories,TotalRooms,Bedrooms,HalfBathrooms,FullBathrooms,BasementGarage,SqFootageFinishedLiving,Basement,FinishedBasement
3001,200259260,Vacant Land,,,,,,,,,,,,,,,,,0,0
3002,200259270,Vacant Land,,,,,,,,,,,,,,,,,0,0
3003,200259280,Vacant Land,,,,,,,,,,,,,,,,,0,0
3004,200259290,Vacant Land,,,,,,,,,,,,,,,,,0,0
3005,200259300,Single Family,1 Story,C,Brick Veneer,Shingles,Hardwood,Full Basement,Forced Air,2,1966,1.00,9,4,0,3,0,1485,1485,1393
3006,200259301,Vacant Land,,,,,,,,,,,,,,,,,0,0
3007,200259310,Vacant Land,,,,,,,,,,,,,,,,,0,0
3008,200259320,Vacant Land,,,,,,,,,,,,,,,,,0,0
3009,200259330,Vacant Land,,,,,,,,,,,,,,,,,0,0
3010,200259340,Vacant Land,,,,,,,,,,,,,,,,,0,0
3011,200259350,Vacant Land,,,,,,,,,,,,,,,,,0,0
3012,200259360,Single Family,1 Story,C,Brick Veneer,Shingles,Hardwood,Full Basement,Forced Air,1,1965,1.00,6,3,1,1,0,1163,1163,0
3013,200259370,Vacant Land,,,,,,,,,,,,,,,,,0,0
3014,200259380,Vacant Land,,,,,,,,,,,,,,,,,0,0
3015,200259400,Single Family,1 Story,C,Brick Veneer,Shingles,Hardwood,No Basement,Forced Air,1,1968,1.00,5,3,1,1,0,1019,0,0
3016,200259500,Duplex,1 Story,C,Brick Veneer,Shingles,Hardwood,Full Basement,Forced Air,1,1965,1.00,10,4,0,3,1,1541,1541,729
3017,200259600,Single Family,1 Story,C,Brick Veneer,Shingles,Hardwood,Full Basement,Forced Air,1,1967,1.00,7,3,1,1,0,1215,1215,525
3018,200259700,Single Family,1 Story,C,Brick Veneer,Shingles,Hardwood,Full Basement,Forced Air,1,1966,1.00,8,3,1,1,0,1161,1161,1161
3019,200259800,Single Family,Split-Foyer,B -,Brick Veneer,Architectural Shingles,Hardwood,Partial Basement,Forced Air,2,1967,1.00,10,5,1,2,0,1210,1150,1150
3020,200259900,Single Family-1 Conversion,1 Story,C,Brick Veneer,Shingles,Hardwood,Full Basement,Forced Air,1,1967,1.00,7,4,1,2,0,1160,1160,870
3021,200260000,Duplex,2 Story,C,Wood,Shingles,W/W Carpet,Full Basement,Heat Pump,0,1979,2.00,12,6,2,2,0,2590,1280,
3022,200261000,Single Family Attached,2 Sty Attached,C +,Hardy Board,Architectural Shingles,Pre-Fab Wd,Full Basement,Heat Pump,0,2017,2,5,3,1,2,0,1422,717,
3023,200261100,Single Family Attached,2 Sty Attached,C +,Hardy Board,Architectural Shingles,Pre-Fab Wd,Full Basement,Heat Pump,,2017,2,5,3,1,2,,1422,717,
3024,200262000,Single Family Attached,2 Story,C,Wood,Shingles,Other,Full Basement,Heat Pump,0,1976,2.00,6,3,1,1,0,1170,585,0
3025,200262100,Single Family Attached,2 Story,C,Wood,Shingles,Other,Full Basement,Heat Pump,0,1976,2.00,6,3,1,1,0,1170,585,0
3026,200263000,Single Family Attached,2 Story,C,Wood,Shingles,Other,Full Basement,Heat Pump,0,1976,2.00,6,3,1,1,0,1170,585,0
3027,200263100,Single Family Attached,2 Story,C,Wood,Shingles,Other,Partial Basement,Heat Pump,0,1976,2.00,6,3,1,1,0,1170,585,0
3028,200264100,Vacant Land,,,,,,,,,,,,,,,,,0,0
3029,200264200,Vacant Land,,,,,,,,,,,,,,,,,0,0
3030,200264300,Vacant Land,,,,,,,,,,,,,,,,,0,0
3031,200264400,Vacant Land,,,,,,,,,,,,,,,,,0,0
3032,200265000,Single Family Attached,2 Story,C,Wood,Shingles,Other,Full Basement,Heat Pump,0,1976,2.00,6,3,1,1,0,1196,598,
3033,200265100,Single Family Attached,2 Story,C,Wood,Shingles,Other,Full Basement,Heat Pump,0,1976,2.00,6,3,1,1,0,1170,585,200
3034,200266000,Single Family Attached,2 Story,C,Wood,Shingles,Other,Full Basement,Heat Pump,0,1976,2.00,6,3,1,1,0,1170,585,0
3035,200266100,Single Family Attached,2 Story,C,Wood,Shingles,Other,Full Basement,Heat Pump,0,1976,2.00,6,3,1,1,0,1196,598,
3036,200266200,Single Family Attached,2 Sty Attached,C +,Hardy Board,Architectural Shingles,Pre-Fab Wd,Full Basement,Heat Pump,,2017,2.0,7,4,1,3,,1422,717,717
3037,200266300,Single Family Attached,2 Sty Attached,C +,Hardy Board,Architectural Shingles,Pre-Fab Wd,Full Basement,Heat Pump,,2017,2.0,7,4,1,3,,1410,705,705
3038,200266400,Single Family Attached,2 Sty Attached,C +,Hardy Board,Architectural Shingles,Pre-Fab Wd,Full Basement,Heat Pump,,2017,2.0,7,4,1,3,,1410,705,705
3039,200267100,Single Family Attached,2 Sty Attached,C +,Hardy Board,Architectural Shingles,Pre-Fab Wd,Full Basement,Heat Pump,,2017,2.0,7,4,1,3,,1410,705,705
3040,200267200,Single Family Attached,2 Sty Attached,C +,Hardy Board,Architectural Shingles,Pre-Fab Wd,Full Basement,Heat Pump,,2017,2,7,4,1,3,,1410,705,705
3041,200267300,Single Family Attached,2 Sty Attached,C +,Hardy Board,Architectural Shingles,Pre-Fab Wd,Full Basement,Heat Pump,,2017,2.0,5,3,1,2,,1410,705,
3042,200267400,Single Family Attached,2 Sty Attached,C +,Hardy Board,Architectural Shingles,Pre-Fab Wd,Full Basement,Heat Pump,,2017,2.0,7,4,1,3,,1422,717,717
3043,200268100,Single Family Attached,2 Sty Attached,C +,Hardy Board,Architectural Shingles,Pre-Fab Wd,Full Basement,Heat Pump,,2017,2.0,5,3,1,2,,1422,717,
3044,200268200,Single Family Attached,2 Sty Attached,C +,Hardy Board,Architectural Shingles,Pre-Fab Wd,Full Basement,Heat Pump,,2017,2.0,5,3,1,2,,1410,705,
3045,200268300,Single Family Attached,2 Sty Attached,C +,Hardy Board,Architectural Shingles,Pre-Fab Wd,Full Basement,Heat Pump,,2017,2.0,5,3,1,2,,1410,705,
3046,200268400,Single Family Attached,2 Sty Attached,C +,Hardy Board,Architectural Shingles,Pre-Fab Wd,Full Basement,Heat Pump,,2017,2.0,705,3,1,2,,1410,705,
3047,200269100,Single Family Attached,2 Sty Attached,C +,Hardy Board,Architectural Shingles,Pre-Fab Wd,Full Basement,Heat Pump,,2017,2.0,8,4,1,3,,1410,705,705
3048,200269200,Single Family Attached,2 Sty Attached,C +,Hardy Board,Architectural Shingles,Pre-Fab Wd,Full Basement,Heat Pump,,2017,2.0,5,3,1,2,,1410,705,
3049,200269300,Single Family Attached,2 Sty Attached,C +,Hardy Board,Architectural Shingles,Pre-Fab Wd,Full Basement,Heat Pump,,2017,2.0,5,3,1,2,,1410,705,
3050,200269400,Single Family Attached,2 Sty Attached,C +,Hardy Board,Architectural Shingles,Pre-Fab Wd,Full Basement,Heat Pump,,2017,2.0,5,3,1,2,,1422,717,
3051,200270100,Single Family Attached,2 Sty Attached,C +,Hardy Board,Architectural Shingles,Pre-Fab Wd,Full Basement,Heat Pump,,2017,2.0,7,4,1,3,,1422,717,717
3052,200270200,Single Family Attached,2 Sty Attached,C +,Hardy Board,Architectural Shingles,Pre-Fab Wd,Full Basement,Heat Pump,,2017,2.0,5,3,1,2,,1410,705,
3053,200270300,Single Family Attached,2 Sty Attached,C +,Hardy Board,Architectural Shingles,Hardwood,Full Basement,Heat Pump,,2017,2.0,7,4,1,3,,1410,705,705
3054,200270400,Single Family Attached,2 Sty Attached,C +,Hardy Board,Architectural Shingles,Pre-Fab Wd,Full Basement,Heat Pump,,2017,2.0,7,4,1,3,,1410,705,705
3055,200271000,Vacant Land,,,,,,,,,,,,,,,,,0,0
3056,200271100,Single Family Attached,2 Sty Attached,C +,Hardy Board,Architectural Shingles,Hardwood,Full Basement,Heat Pump,,2017,2.0,6,3,1,3,,1410,705,560
3057,200271200,Single Family Attached,2 Sty Attached,C +,Hardy Board,Architectural Shingles,Hardwood,Full Basement,Heat Pump,,2017,2.0,5,3,1,2,,1410,705,
3058,200271300,Single Family Attached,2 Sty Attached,C +,Hardy Board,Architectural Shingles,Pre-Fab Wd,Full Basement,Heat Pump,,2017,2.0,5,3,1,2,,1410,705,
3059,200271400,Single Family Attached,2 Sty Attached,C +,Hardy Board,Architectural Shingles,Pre-Fab Wd,Full Basement,Heat Pump,,2017,2.0,7,4,1,3,,1422,717,717
3060,200272000,Duplex,2 Story,C,Wood,Shingles,Hardwood,No Basement,Heat Pump,0,1976,2.00,12,6,2,2,0,2260,0,0
3061,200273000,Duplex,2 Story,C,Wood,Shingles,W/W Carpet,No Basement,Heat Pump,0,1979,2.00,12,6,2,2,0,2340,0,0
3062,200274000,Duplex,2 Story,C,Wood,Shingles,Other,No Basement,Heat Pump,0,1976,2.00,6,3,2,2,0,2340,0,0
3063,200275000,Duplex,2 Story,C,Wood,Shingles,Hardwood,Partial Basement,Heat Pump,0,1976,2.00,6,3,2,2,0,2340,0,0
3064,200276000,Single Family Attached,2 Story,C,Wood,Shingles,Hardwood,Partial Basement,Heat Pump,0,1976,2.00,6,3,1,1,0,1170,0,0
3065,200276100,Single Family Attached,2 Story,C,Wood,Shingles,Hardwood,No Basement,Heat Pump,0,1976,2.00,6,3,1,1,0,1170,0,0
3066,200277000,Duplex,2 Story,C,Wood,Shingles,W/W Carpet,No Basement,Heat Pump,0,1979,2.00,12,6,2,2,0,2340,,
3067,200278000,Vacant Land,,,,,,,,,,,,,,,,,0,0
3068,210001000,Single Family-1 Conversion,1.5 Story,B,Stucco,Shingles,Hardwood,Full Basement,Hot Water Radiator,1,1925,1.75,8,5,0,2,0,1960,1522,
3069,210002000,Single Family-1 Conversion,1 Story,C,Brick Veneer,Shingles,Hardwood,Full Basement,Forced Air,2,1952,1.00,6,3,0,3,0,1024,1024,718
3070,210003000,Single Family-1 Conversion,1.5 Story,C,Stucco,Shingles,Hardwood,Full Basement,Heat Pump,0,1941,1.50,5,3,1,1,0,1206,809,
3071,210003100,Single Family-1 Conversion,1 Story,C,Brick Veneer,Shingles,Hardwood,Full Basement,Forced Air,1,1960,1.00,5,3,0,2,0,1075,1075,750
3072,210004000,Vacant Land,,,,,,,,,,,,,,,,,0,0
3073,210005000,Single Family,1.5 Story,B,Stone,Shingles,Hardwood,Full Basement,Forced Air,1,1938,1.50,5,2,0,1,0,1098,732,0
3074,210005A00,Single Family,1 Story,C,Wood,Shingles,None,Full Basement,Heat Pump,0,2001,1.00,6,4,0,2,0,867,867,432
3075,210006000,Single Family-1 Conversion,1.5 Story,C,Aluminum,Shingles,Hardwood,Full Basement,Hot Water Radiator,2,1918,1.50,7,3,0,2,0,1809,1286,
3076,210006100,Single Family,1 Story,C,Brick Veneer,Shingles,Hardwood,No Basement,Forced Air,0,1972,1.00,4,2,0,1,0,972,0,0
3077,210006200,Duplex,1 Story,C,Brick Veneer,Shingles,Hardwood,Partial Basement,Baseboard,0,1972,1.00,8,4,0,2,0,1569,0,0
3078,210007000,Single Family-1 Conversion,1.5 Story,C,Concrete Block,Shingles,Hardwood,Full Basement,Floor Furnace,1,1946,1.75,5,4,1,2,0,1260,720,552
3079,210008000,Single Family,1.5 Story,C,Concrete Block,Shingles,Hardwood,Full Basement,Forced Air,1,1946,1.75,5,3,1,1,0,1229,702,
3080,210009000,Vacant Land,,,,,,,,,,,,,,,,,0,0
3081,210009100,Single Family-1 Conversion,1 Story,C,Brick Veneer,Shingles,Hardwood,Full Basement,Forced Air,0,1959,1.00,5,2,0,3,0,920,920,400
3082,210009A00,Vacant Land,,,,,,,,,,,,,,,,,0,0
3083,210010000,Single Family,2 Story,C,Stucco,Shingles,Hardwood,Full Basement,Forced Air,0,1935,2.00,6,4,0,2,0,1530,750,
3084,210010100,Vacant Land,,,,,,,,,,,,,,,,,0,0
3085,210011000,Single Family,1.5 Story,C,Aluminum,Shingles,Hardwood,Partial Basement,Forced Air,1,1942,1.50,8,4,0,3,0,2362,720,
3086,210013000,Duplex,1 Story,C,Concrete Block,Built Up,Other,Partial Basement,Heat Pump,0,1954,1.00,3,4,0,3,0,1724,0,0
3087,210013100,Duplex,2 Story,C,Aluminum,Shingles,W/W Carpet,Partial Basement,Heat Pump,0,1990,2.00,12,6,2,4,0,2533,0,0
3088,210014000,Single Family-1 Conversion,1 Story,C,Concrete Block,Shingles,Hardwood,Full Basement,Floor Furnace,1,1950,1.00,5,2,0,2,0,938,750,650
3089,210015000,Single Family,1.5 Story,B,Brick Veneer,Shingles,Hardwood,Full Basement,Forced Air,1,1927,1.50,6,3,0,1,0,1008,672,336
3090,210016000,Single Family,1 Story,C,Aluminum,Shingles,Hardwood,Full Basement,Hot Water Radiator,1,1935,1.00,5,3,0,2,0,1302,1044,0
3091,210017000,Single Family,2 Story,B,Aluminum,Shingles,Hardwood,Full Basement,Heat Pump,0,1938,2.00,7,3,1,1,0,1176,588,400
3092,210018000,Single Family,2 Story,B,Stucco,Shingles,Hardwood,Full Basement,Forced Air,0,1935,2.00,6,3,1,1,0,1144,572,
3093,210019000,Single Family,1 Story,C,Wood,Shingles,Hardwood,Partial Basement,Forced Air,1,1920,1.00,6,3,0,1,0,1093,547,0
3094,210020000,Single Family,2 Story,B,Asbestos,Shingles,Hardwood,No Basement,Hot Water Radiator,1,1947,2.00,6,3,0,1,0,1144,0,0
3095,210021000,Single Family,2 Story,C,Aluminum,Shingles,Hardwood,No Basement,Hot Water Radiator,1,1947,2.00,6,3,0,1,0,1272,0,0
3096,210022000,Single Family-1 Conversion,1.5 Story,C,Stucco,Shingles,Hardwood,No Basement,Hot Water Radiator,1,1920,1.50,9,3,0,3,0,1980,,
3097,210023000,Single Family Attached,2 Story,C,Brick Veneer,Shingles,Other,No Basement,Heat Pump,1,1985,2.00,6,3,1,2,0,1600,,
3098,210023100,Single Family Attached,2 Story,C,Brick Veneer,Shingles,Other,No Basement,Heat Pump,1,1985,2.00,6,3,1,2,0,1600,0,0
3099,210024000,Single Family,1.5 Story,C,Aluminum,Shingles,Hardwood,Partial Basement,Forced Air,1,1949,1.75,6,3,0,2,0,1388,676,0
3100,210025000,Single Family Attached,2 Story,C,Brick Veneer,Shingles,Other,No Basement,Heat Pump,1,1985,2.00,6,3,1,2,0,1600,0,0
3101,210025100,Single Family Attached,2 Story,C,Brick Veneer,Shingles,Other,No Basement,Heat Pump,1,1985,2.00,6,3,1,2,0,1600,0,0
3102,210026000,Single Family,1 Story,C +,Stucco,Architectural Shingles,Hardwood,No Basement,Forced Air,1,1921,1.00,8,3,0,2,0,1536,,
3103,210027000,Single Family-1 Conversion,1.5 Story,C,Stucco,Shingles,Hardwood,No Basement,Forced Air,1,1921,1.50,10,4,0,2,0,1973,0,0
3104,210028000,Single Family,1.5 Story,B,Brick Veneer,Shingles,Other,Full Basement,Heat Pump,1,1959,1.50,7,3,1,1,0,1556,808,400
3105,210029000,Single Family,1.5 Story,C,Stucco,Metal,Hardwood,Cellar,Forced Air,1,1916,1.50,10,4,0,2,0,2762,234,0
3106,210030000,Duplex,2 Story,B,Wood,Shingles,W/W Carpet,Full Basement,Baseboard,0,1978,2.00,12,0,2,4,0,2598,1299,1299
3107,210031000,Single Family-1 Conversion,1 Story,C,Stucco,Shingles,Hardwood,Cellar,Hot Water Radiator,1,1923,1.00,7,3,0,2,0,1326,673,0
3108,210032000,Single Family-1 Conversion,1 Story,C,Stone,Shingles,Hardwood,No Basement,Forced Air,1,1923,1.00,6,2,0,1,0,1435,,
3109,210032000,Single Family-1 Conversion,1 Story,D,Concrete Block,Shingles,None,No Basement,Gas Wall Unit,0,1950,1.00,2,1,1,0,0,320,,
3110,210033000,Single Family,2 Story,C,Brick Veneer,Shingles,Hardwood,Partial Basement,Hot Water Radiator,1,1928,2.00,8,4,0,2,0,1932,483,
3111,210034000,Single Family,1.5 Story,C,Brick Veneer,Shingles,Hardwood,Full Basement,Hot Water Radiator,1,1933,1.50,7,4,0,3,0,1433,955,831
3112,210035000,Single Family,1 Story,C,Stucco,Architectural Shingles,Hardwood,Partial Basement,Forced Air,1,1920,1.00,5,2,0,1,0,986,494,114
3113,210036000,Single Family,1 Story,C,Wood,Shingles,Hardwood,Full Basement,Forced Air,1,1920,1.00,5,2,0,1,0,920,455,0
3114,210037000,Single Family-1 Conversion,1 Story,B,Concrete Block,Shingles,Hardwood,Full Basement,Hot Water Radiator,1,1948,1.00,9,4,0,2,0,1035,1035,895
3115,210038000,Single Family,2 Story,B,Stucco,Metal,Hardwood,Walkout Basement,Hot Water Radiator,,2013,2.0,7,4,1,3,,2592,1296,
3116,210039000,Single Family,2 Sty No Bsmt,C,Hardy Board,Architectural Shingles,Hardwood,Cellar,Heat Pump,,1920,2.00,6,3,0,3,0,1976,247,
3117,210040000,Single Family,1 Story,C,Brick Veneer,Shingles,Hardwood,Partial Basement,Forced Air,1,1920,1.00,6,3,0,1,0,1008,504,0
3118,210041000,Single Family,2 Story,B,Aluminum,Shingles,Hardwood,No Basement,Hot Water Radiator,1,1947,2.00,7,3,0,2,0,1366,0,0
3119,210042000,Single Family,2 Story,B,Aluminum,Shingles,Hardwood,No Basement,Heat Pump,1,1946,2.00,6,3,0,2,0,1188,,
3120,210043000,Single Family-1 Conversion,1 Story,C,Asbestos,Shingles,Hardwood,Partial Basement,Forced Air,1,1950,1.00,8,3,0,2,0,1296,912,656
3121,210044000,Single Family,1 Story,C,Vinyl,Shingles,Hardwood,Full Basement,Forced Air,1,1946,1.00,4,2,0,2,0,763,763,506
3122,210045000,Single Family,1 Story,C,Brick Veneer,Shingles,Hardwood,Full Basement,Hot Water Radiator,1,1964,1.00,5,2,0,1,0,2025,1234,247
3123,210046000,Single Family-1 Conversion,1 Story,C,Brick Veneer,Shingles,Hardwood,Full Basement,Forced Air,1,1957,1.00,9,4,0,2,0,1081,1081,811
3124,210047000,Single Family,1.5 Story,C,Brick Veneer,Shingles,Hardwood,Cellar,Forced Air,1,1928,1.75,6,3,0,1,0,1470,420,0
3125,210048000,Single Family-1 Conversion,1 Story,C,Brick Veneer,Shingles,Hardwood,Full Basement,Forced Air,1,1958,1.00,6,3,0,2,0,1073,1127,857
3126,210049000,Single Family,1.5 Story,C,Stucco,Shingles,Hardwood,Partial Basement,Heat Pump,1,1928,1.66,7,4,1,2,0,1614,243,0
3127,210050000,Single Family,2 Story,B,Asbestos,Shingles,Hardwood,No Basement,Hot Water Radiator,1,1945,2.00,6,4,0,2,0,1708,,
3128,210051000,Single Family-1 Conversion,1.5 Story,C,Brick Veneer,Shingles,Hardwood,Cellar,Hot Water Radiator,1,1928,1.75,8,4,0,2,0,1871,267,0
3129,210051100,Duplex,2 Story,C,Brick Veneer,Shingles,Hardwood,Partial Basement,Baseboard,0,1968,2.00,8,4,2,2,0,2050,0,0
3130,210052000,Single Family,1.5 Story,C,Brick Veneer,Metal,Hardwood,Partial Basement,Hot Water Radiator,1,1910,1.66,6,3,0,1,0,1462,440,0
3131,210053000,Single Family,1 Story,B,Brick Veneer,Shingles,Hardwood,No Basement,Forced Air,1,1926,1.00,8,3,0,2,0,2011,,
3132,210054000,Duplex,1 Story,C,Stucco,Shingles,Hardwood,Full Basement,Forced Air,0,1920,1.00,0,9,0,4,0,2282,542,542
3133,210055000,Duplex,1 Story,B,Wood,Shingles,Hardwood,No Basement,Forced Air,0,1950,1.00,12,6,1,2,0,1930,,
3134,210056000,Duplex,2 Story,B,Brick Veneer,Shingles,Hardwood,Partial Basement,Baseboard,0,1966,2.00,8,4,2,2,0,2472,0,0
3135,210057000,Single Family,2 Story,B,Brick Veneer,Shingles,Hardwood,Partial Basement,Forced Air,0,1928,2.00,6,3,0,2,0,1212,559,0
3136,210058000,Single Family,1.5 Story,B,Stone,Shingles,Hardwood,Partial Basement,Hot Water Radiator,1,1930,1.50,7,5,0,2,0,1328,443,443
3137,210059000,Single Family,2 Story,B,Brick Veneer,Shingles,Hardwood,Partial Basement,Hot Water Radiator,2,1931,2.00,9,6,1,2,0,3158,420,
3138,210060000,Single Family,2 Story,B,Hardy Board,Architectural Shingles,Hardwood,No Basement,Heat Pump,1,2012,2.00,9,4,1,2,0,2684,,
3139,210061000,Single Family,1 Story,C,Wood,Shingles,Hardwood,Partial Basement,Hot Water Radiator,1,1935,1.00,7,3,0,2,0,1356,815,231
3140,210061100,Single Family,1.5 Story,C,Stucco,Shingles,Other,No Basement,Heat Pump,1,1994,1.75,7,3,1,2,0,1866,,
3141,210062000,Single Family,2 Story,C,Brick Veneer,Shingles,Hardwood,Partial Basement,Heat Pump,1,1930,2.00,6,3,1,1,0,1402,171,86
3142,210063000,Single Family,2 Story,C,Stone,Shingles,Hardwood,Partial Basement,Hot Water Radiator,1,1935,2.00,6,3,0,1,0,1552,338,0
3143,210064000,Single Family,2 Story,B,Wood,Shingles,Hardwood,Partial Basement,Hot Water Radiator,1,1928,2.00,9,4,1,1,0,2241,368,184
3144,210065000,Single Family,1 Story,C,Brick Veneer,Shingles,Hardwood,Partial Basement,Hot Water Radiator,1,1933,1.00,5,2,0,1,0,1210,540,0
3145,210066000,Duplex,1 Story,C,Brick Veneer,Shingles,Hardwood,No Basement,Forced Air,0,1967,1.00,8,4,0,2,0,1751,0,0
3146,210067000,Single Family,1 Story,C,Brick Veneer,Shingles,Hardwood,Full Basement,Hot Water Radiator,1,1949,1.00,5,2,0,1,0,850,850,
3147,210068000,Single Family,1 Story,C,Brick Veneer,Shingles,Hardwood,Full Basement,Forced Air,1,1949,1.00,5,2,0,1,0,892,892,0
3148,210069000,Single Family,1 Story,C,Asbestos,Shingles,Tile,No Basement,Forced Air,0,1950,1.00,4,2,0,1,0,720,0,0
3149,210070000,Single Family-1 Conversion,1 Story,C,Concrete Block - Tex Face,Shingles,Hardwood,Partial Basement,Forced Air,0,1950,1.00,9,5,0,2,0,1680,643,643
3150,210071000,Duplex,1 Story,C,Asbestos,Shingles,Hardwood,Full Basement,Forced Air,1,1951,1.00,12,8,0,3,0,1276,1276,1114
3151,210072000,Single Family,1 Story,C,Brick Veneer,Shingles,Hardwood,Partial Basement,Hot Water Radiator,1,1951,1.00,7,3,0,3,0,1431,780,506
3152,210073000,Vacant Land,,,,,,,,,,,,,,,,,0,0
3153,210074000,Duplex,1 Story,C,Wood,Shingles,None,Full Basement,Heat Pump,0,1981,1.00,12,8,0,4,0,1940,1940,970
3154,210075000,Single Family,1 Story,C,Aluminum,Shingles,Hardwood,Full Basement,Forced Air,0,1921,1.00,6,3,0,3,0,1187,1187,896
3155,210076000,Duplex,1 Story,B,Wood,Shingles,W/W Carpet,Full Basement,Heat Pump,0,1982,1.00,12,8,0,4,0,1527,1527,1527
3156,210077000,Single Family-1 Conversion,1 Story,C,Concrete Block,Shingles,Hardwood,Full Basement,Forced Air,0,1947,1.00,9,5,0,3,0,1050,840,603
3157,210078000,Single Family-1 Conversion,1 Story,C,Brick Veneer,Shingles,Hardwood,Full Basement,Forced Air,1,1961,1.00,9,5,0,2,0,1179,1179,668
3158,210079000,Single Family,1 Story,C,Vinyl,Shingles,Hardwood,Partial Basement,Forced Air,0,1951,1.00,4,2,0,1,0,837,419,
3159,210079100,Duplex,2 Story,B,Wood,Shingles,None,Walkout Basement,Heat Pump,1,2007,2.50,9,5,1,3,0,2870,1148,1148
3160,210080000,Duplex,2 Story,C,Brick Veneer,Shingles,Hardwood,Partial Basement,Forced Air,0,1981,2.00,10,4,2,2,0,2102,0,0
3161,210081000,Single Family,1.5 Story,B,Concrete Block,Shingles,Hardwood,Partial Basement,Heat Pump,1,1924,1.50,7,4,0,2,0,1488,650,
3162,210082000,Single Family,1.5 Story,B,Stucco,Shingles,Hardwood,Partial Basement,Hot Water Radiator,1,1931,1.50,7,3,0,2,0,1900,401,0
3163,210083000,Single Family,1.5 Story,B,Brick Veneer,Shingles,Hardwood,Partial Basement,Hot Water Radiator,1,1940,1.66,5,3,0,1,0,1702,449,0
3164,210084000,Single Family,1.5 Story,B,Brick Veneer,Shingles,Hardwood,Partial Basement,Hot Water Radiator,1,1940,1.75,6,3,0,2,0,1417,672,
3165,210086000,Single Family,1 Story,B,Stucco,Shingles,Hardwood,Partial Basement,Hot Water Radiator,1,1925,1.00,5,3,0,2,0,1842,389,
3166,210087000,Vacant Land,,,,,,,,,,,,,,,,,0,0
3167,210088000,Single Family-1 Conversion,1.5 Story,B,Brick Veneer,Shingles,Hardwood,Full Basement,Heat Pump,1,1952,1.50,11,0,0,3,0,1695,1182,900
3168,210090000,Single Family,2 Story,C,Stone,Shingles,Hardwood,No Basement,Forced Air,1,1898,2.00,8,4,1,2,0,2286,,
3169,210090100,Single Family-1 Conversion,1 Story,B,Single Siding,Shingles,Hardwood,Partial Basement,Forced Air,0,1999,1.00,9,4,0,3,0,1220,1196,999
3170,210091000,Vacant Land,,,,,,,,,,,,,,,,,0,0
3171,210091100,Duplex,2 Story,C,Wood,Shingles,W/W Carpet,Partial Basement,Heat Pump,0,1982,2.00,10,4,2,2,0,2356,,
3172,210091200,Duplex,2 Story,C,Wood,Shingles,W/W Carpet,Partial Basement,Heat Pump,0,1982,2.00,10,4,2,2,0,2304,0,0
3173,210092000,Single Family,2 Story,A,Wood,Metal,Hardwood,No Basement,Hot Water Radiator,2,1906,2.00,11,5,0,2,0,3524,,
3174,210092100,Single Family Attached,2 Story,C,Wood,Shingles,Other,No Basement,Heat Pump,1,1986,2.00,6,3,1,1,0,1329,0,0
3175,2100921A0,Single Family Attached,2 Story,B,Wood,Shingles,Other,No Basement,Heat Pump,1,1986,2.00,6,3,1,1,0,1329,,
3176,210092200,Single Family Attached,2 Story,C,Wood,Shingles,Other,No Basement,Heat Pump,1,1985,2.00,6,3,1,1,0,1229,0,0
3177,2100922A0,Single Family Attached,2 Story,C,Wood,Shingles,Other,No Basement,Heat Pump,1,1985,2.00,6,3,1,1,0,1229,,
3178,210092300,Single Family Attached,2 Story,C,Wood,Shingles,Other,No Basement,Heat Pump,1,1986,2.00,6,3,1,1,0,1209,0,0
3179,2100923A0,Single Family Attached,2 Story,C,Wood,Shingles,Other,No Basement,Heat Pump,1,1986,2.00,6,3,1,1,0,1329,0,0
3180,210092400,Vacant Land,,,,,,,,,,,,,,,,,0,0
3181,210093000,Single Family-1 Conversion,2 Story,B,Brick Veneer,Shingles,Hardwood,No Basement,Forced Air,0,1905,2.00,10,5,0,2,0,2925,0,0
3182,210093100,Duplex,2 Story,C,Wood,Shingles,W/W Carpet,Partial Basement,Heat Pump,0,1982,2.00,10,6,2,2,0,2160,0,0
3183,210094000,Vacant Land,,,,,,,,,,,,,,,,,0,0
3184,210095000,Duplex,1.5 Story,C,Wood,Shingles,Hardwood,Partial Basement,Forced Air,1,1920,1.50,0,9,0,4,0,3018,419,0
3185,210095100,Duplex,2 Story,C,Wood,Shingles,W/W Carpet,Partial Basement,Heat Pump,0,1982,2.00,10,6,2,2,0,2160,0,0
3186,210096000,Single Family,1.5 Story,C,Brick Veneer,Shingles,Hardwood,Full Basement,Hot Water Radiator,2,1935,1.50,6,3,0,2,0,1766,900,
3187,210096000,Single Family,1 Story,C,Stucco,Shingles,Hardwood,Partial Basement,Forced Air,0,1965,1.00,5,2,0,2,0,1019,364,364
3188,210097000,Duplex,1 Story,B,Wood,Shingles,None,Partial Basement,Baseboard,0,1981,1.00,12,8,0,4,0,2171,0,0
3189,210098000,Single Family,1.5 Story,C,Aluminum,Shingles,Hardwood,Partial Basement,Forced Air,1,1938,1.75,5,3,1,1,0,1941,340,
3190,210099000,Single Family-1 Conversion,1.5 Story,C,Brick Veneer,Shingles,Hardwood,Partial Basement,Heat Pump,1,1949,1.50,8,4,0,2,1,1835,664,0
