RecordID_Int,ParcelNumber,UseCode,Style,Grade,ExtWalls,Roof,Flooring,BsmtType,Heating,Fireplace,YearBuilt,NoOfStories,TotalRooms,Bedrooms,HalfBathrooms,FullBathrooms,BasementGarage,SqFootageFinishedLiving,Basement,FinishedBasement
907,060001805,Condominium,1 Story,C,Brick Veneer,Shingles,Hardwood,No Basement,Forced Air,0,1964,1.00,2,1,0,1,,523,0,0
908,060001806,Condominium,1 Story,C,Brick Veneer,Shingles,Hardwood,No Basement,Forced Air,0,1964,1.00,2,1,0,1,,523,0,0
909,060001807,Condominium,2 Story,C,Brick Veneer,Shingles,Hardwood,Partial Basement,Forced Air,0,1964,2.00,4,2,1,1,,1028,0,0
910,060001808,Condominium,2 Story,C,Brick Veneer,Shingles,Hardwood,Partial Basement,Forced Air,0,1964,2.00,4,2,1,1,,1028,0,0
911,060001809,Condominium,2 Story,C,Brick Veneer,Shingles,Hardwood,Partial Basement,Forced Air,0,1964,2.00,4,2,1,1,,1028,0,0
912,060001810,Condominium,2 Story,C,Brick Veneer,Shingles,Hardwood,Partial Basement,Forced Air,0,1964,2.00,4,2,1,1,,1028,0,0
913,060001811,Condominium,1 Story,C,Brick Veneer,Shingles,Hardwood,No Basement,Forced Air,0,1964,1.00,2,1,0,1,,523,0,0
914,060001812,Condominium,1 Story,C,Brick Veneer,Shingles,Hardwood,No Basement,Forced Air,0,1964,1.00,2,1,0,1,,523,0,0
915,060001813,Condominium,2 Story,C,Brick Veneer,Shingles,Hardwood,Partial Basement,Forced Air,0,1964,2.00,4,2,1,1,,1028,0,0
916,060001814,Condominium,2 Story,C,Brick Veneer,Shingles,Hardwood,Partial Basement,Forced Air,0,1964,2.00,4,2,1,1,,1028,0,0
917,060001815,Condominium,2 Story,C,Brick Veneer,Shingles,None,Partial Basement,Forced Air,0,1964,2.00,4,2,1,1,,1028,0,0
918,060001816,Condominium,2 Story,C,Brick Veneer,Shingles,Hardwood,Partial Basement,Forced Air,0,1964,2.00,4,2,1,1,,1028,0,0
919,060001817,Condominium,1 Story,C,Brick Veneer,Shingles,Hardwood,No Basement,Forced Air,0,1964,1.00,2,1,0,1,,523,0,0
920,060001818,Condominium,1 Story,C,Brick Veneer,Shingles,Hardwood,No Basement,Forced Air,0,1964,1.00,2,1,0,1,,523,0,0
921,060001819,Condominium,2 Story,C,Brick Veneer,Shingles,Hardwood,Partial Basement,Forced Air,0,1964,2.00,4,2,1,1,,1028,0,0
922,060001820,Condominium,2 Story,C,Brick Veneer,Shingles,Hardwood,Partial Basement,Forced Air,0,1964,2.00,4,2,1,1,,1028,0,0
923,060001821,Condominium,2 Story,C,Brick Veneer,Shingles,Hardwood,Partial Basement,Forced Air,0,1964,2.00,4,2,1,1,,1028,0,0
924,060001822,Condominium,1 Story,C,Brick Veneer,Shingles,None,No Basement,Forced Air,0,1964,1.00,4,2,1,1,,1028,0,0
925,060001823,Condominium,1 Story,C,Brick Veneer,Shingles,Hardwood,Partial Basement,Forced Air,0,1964,1.00,2,1,0,1,0,523,,
926,060001824,Condominium,1 Story,C,Brick Veneer,Shingles,Hardwood,Partial Basement,Forced Air,0,1964,1.00,2,1,0,1,,523,0,0
927,060001825,Condominium,2 Story,C,Brick Veneer,Shingles,Hardwood,Partial Basement,Forced Air,0,1964,2.00,4,2,1,1,,1028,0,0
928,060001826,Condominium,2 Story,C,Brick Veneer,Shingles,Hardwood,Partial Basement,Forced Air,0,1964,2.00,4,2,1,1,,1028,0,0
929,060001827,Condominium,2 Story,C,Brick Veneer,Shingles,Hardwood,Partial Basement,Forced Air,0,1964,2.00,4,2,1,1,,1028,0,0
930,060001828,Condominium,2 Story,C,Brick Veneer,Shingles,Hardwood,Partial Basement,Forced Air,0,1964,2.00,4,2,1,1,,1028,0,0
931,060001829,Condominium,1 Story,C,Brick Veneer,Shingles,Hardwood,No Basement,Forced Air,0,1964,1.00,2,1,0,1,0,523,,
932,060001830,Condominium,1 Story,C,Brick Veneer,Shingles,Hardwood,No Basement,Forced Air,0,1964,1.00,2,1,0,1,,523,0,0
933,060001831,Condominium,2 Story,C,Brick Veneer,Shingles,Hardwood,Partial Basement,Forced Air,0,1964,2.00,4,2,1,1,,1028,0,0
934,060001832,Condominium,2 Story,C,Brick Veneer,Shingles,Hardwood,Partial Basement,Forced Air,0,1964,2.00,4,2,1,1,,1028,0,0
935,060001833,Condominium,2 Story,C,Brick Veneer,Shingles,Hardwood,Partial Basement,Forced Air,0,1964,2.00,4,2,1,1,,1028,0,0
936,060001834,Condominium,2 Story,C,Brick Veneer,Shingles,None,Partial Basement,Forced Air,0,1964,2.00,4,2,1,1,,1028,0,0
937,060001835,Condominium,1 Story,C,Brick Veneer,Shingles,Hardwood,No Basement,Forced Air,0,1964,1.00,2,1,0,1,,523,0,0
938,060001836,Condominium,1 Story,C,Brick Veneer,Shingles,Hardwood,No Basement,Forced Air,0,1964,1.00,2,1,0,1,,523,0,0
939,060001837,Condominium,2 Story,C,Brick Veneer,Shingles,Hardwood,Partial Basement,Forced Air,0,1964,2.00,4,2,1,1,,1028,0,0
940,060001838,Condominium,2 Story,C,Brick Veneer,Shingles,Hardwood,Partial Basement,Forced Air,0,1964,2.00,4,2,1,1,,1028,0,0
941,060001839,Condominium,2 Story,C,Brick Veneer,Shingles,Hardwood,Partial Basement,Forced Air,0,1964,2.00,4,2,1,1,,1028,0,0
942,060001840,Condominium,2 Story,C,Brick Veneer,Shingles,Hardwood,Partial Basement,Forced Air,0,1964,2.00,4,2,1,1,,1028,0,0
943,060001841,Condominium,1 Story,C,Brick Veneer,Shingles,Hardwood,No Basement,Forced Air,0,1964,1.00,2,1,0,1,,523,0,0
944,060001842,Condominium,1 Story,C,Brick Veneer,Shingles,Hardwood,No Basement,Forced Air,0,1964,1.00,2,1,0,1,,523,0,0
945,060001843,Condominium,2 Story,C,Brick Veneer,Shingles,Hardwood,Partial Basement,Forced Air,0,1964,2.00,4,2,1,1,,1028,0,0
946,060001844,Condominium,2 Story,C,Brick Veneer,Shingles,Hardwood,Partial Basement,Forced Air,0,1964,2.00,4,2,1,1,,1028,0,0
947,060001845,Condominium,2 Story,C,Brick Veneer,Shingles,Hardwood,Partial Basement,Forced Air,0,1964,2.00,4,2,1,1,,1028,0,0
948,060001846,Condominium,2 Story,C,Brick Veneer,Shingles,Hardwood,Partial Basement,Forced Air,0,1964,2.00,4,2,1,1,,1028,0,0
949,060001847,Condominium,1 Story,C,Brick Veneer,Shingles,Hardwood,No Basement,Forced Air,0,1964,1.00,2,1,0,1,,523,0,0
950,060001848,Condominium,1 Story,C,Brick Veneer,Shingles,Hardwood,No Basement,Forced Air,0,1964,1.00,2,1,0,1,,523,0,0
951,060002000,Vacant Land,,,,,,,,,,,,,,,,,0,0
952,060003000,Single Family,1.5 Story,A,Brick Veneer,Shingles,Hardwood,Partial Basement,Hot Water Radiator,2,1932,1.50,11,4,1,3,1,4097,829,332
953,060003100,Vacant Land,,,,,,,,,,,,,,,,,0,0
954,060004000,Single Family,1.5 Story,B,Brick Veneer,Shingles,Hardwood,Partial Basement,Hot Water Radiator,1,1935,1.50,9,4,0,3,0,2251,216,0
955,060005000,Single Family,2 Story,A,Brick Veneer,Shingles,Hardwood,Full Basement,Hot Water Radiator,2,1940,2.00,10,6,1,3,1,2886,1251,0
956,060006000,Single Family,2 Story,A,Brick Veneer,Shingles,Hardwood,Partial Basement,Heat Pump,2,1938,2.00,8,4,1,2,0,3084,284,0
957,060007000,Single Family,2 Story,A,Brick Veneer,Shingles,Other,Partial Basement,Forced Air,2,1959,2.00,9,4,1,2,0,2153,600,480
958,060008000,Single Family,2 Story,A,Stone,Shingles,Hardwood,Partial Basement,Hot Water Radiator,1,1939,2.00,7,3,1,2,0,2287,1006,0
959,060009000,Single Family,2 Story,B,Wood Shingle,Shingles,Hardwood,Partial Basement,Hot Water Radiator,1,1938,2.00,7,3,1,1,0,1544,678,0
960,060010000,Single Family,Transitional,A +,Stone,Architectural Shingles,Hardwood,No Basement,Heat Pump,2,1937,2.00,12,5,1,4,0,3092,,
961,060011000,Single Family,1.5 Story,B,Wood,Shingles,Hardwood,Full Basement,Forced Air,2,1947,1.50,6,3,0,4,1,2170,1447,362
962,060012000,Single Family,1.5 Story,B,Aluminum,Shingles,Hardwood,Partial Basement,Forced Air,1,1952,1.50,7,4,0,2,0,1848,978,313
963,060013000,Duplex,2 Story,B +,Hardy Board,Architectural Shingles,Hardwood,Walkout Basement,Hot Water Radiator,3,1946,2.00,9,4,0,3,,1854,1721,1661
964,060014000,Single Family,1 Story,B,Wood,Metal,Other,Partial Basement,Heat Pump,2,1938,1.00,11,3,1,3,0,2575,706,646
965,060015000,Single Family,1.5 Story,A,Brick Veneer,Shingles,Hardwood,Partial Basement,Hot Water Radiator,2,1931,1.50,10,4,1,4,0,2421,635,0
966,060015100,Single Family,1.5 Story,B,Wood,Shingles,Hardwood,Partial Basement,Forced Air,2,1954,1.50,6,3,0,3,0,1875,711,
967,060016000,Single Family,1.5 Story,B,Wood Shingle,Shingles,Hardwood,Partial Basement,Forced Air,1,1936,1.50,6,4,0,3,0,2178,128,0
968,060017000,Single Family,2 Story,B,Brick Veneer,Shingles,Hardwood,Full Basement,Hot Water Radiator,1,1936,2.00,8,4,0,3,0,2996,1498,0
969,060018000,Single Family,2 Story,A,Stone,Shingles,Hardwood,Cellar,Hot Water Radiator,3,1930,2.00,9,4,1,2,0,2720,298,
970,060018100,Single Family,2 Story,A,Wood,Shingles,Other,Partial Basement,Heat Pump,1,1981,2.00,9,4,0,3,0,3403,0,0
971,060019000,Single Family,2 Story,A,Stone,Shingles,Hardwood,Partial Basement,Hot Water Radiator,1,1925,2.00,9,3,1,3,1,2935,972,0
972,060020000,Single Family,2 Story,A,Brick Veneer,Slate,Hardwood,Full Basement,Hot Water Radiator,1,1941,2.00,8,4,1,2,0,1970,985,418
973,060021000,Single Family,1 Story,B,Brick Veneer,Shingles,Other,Partial Basement,Forced Air,1,1966,1.00,7,2,1,2,0,2430,2027,0
974,060022000,Single Family,2 Story,B,Brick Veneer,Shingles,Hardwood,Full Basement,Hot Water Radiator,1,1938,2.00,10,4,0,3,1,2823,1428,0
975,060023000,Single Family,2 Story,A,Brick Veneer,Shingles,Hardwood,Full Basement,Hot Water Radiator,1,1939,2.00,7,4,1,3,1,2573,1279,532
976,060024000,Single Family,2 Story,A,Brick Veneer,Metal,Hardwood,Full Basement,Forced Air,1,1935,2.00,8,4,1,3,0,2864,1061,
977,060024A00,Single Family,2 Story,A,Brick Veneer,Shingles,Hardwood,Partial Basement,Heat Pump,1,2002,2.00,13,6,2,4,0,4284,2058,1548
978,060025000,Single Family,1.5 Story,A,Brick Veneer,Shingles,Hardwood,Partial Basement,Hot Water Radiator,2,1928,1.50,6,4,0,3,0,2540,883,0
979,060026000,Single Family,1.5 Story,B++,Brick/Masonry,Architectural Shingles,Hardwood,Partial Basement,Hot Water Radiator,3,1935,1.66,14,4,1,5,0,2342,1115,971
980,060027000,Single Family,2 Story,A,Brick Veneer,Shingles,Hardwood,Full Basement,Hot Water Radiator,2,1940,2.00,6,3,0,3,0,3674,927,0
981,060028000,Single Family,1.5 Story,B,Wood,Shingles,Hardwood,Partial Basement,Hot Water Radiator,1,1938,1.50,8,4,1,2,0,2189,468,0
982,060029000,Single Family,1.5 Story,B,Wood,Shingles,Hardwood,Partial Basement,Forced Air,1,1949,1.50,8,4,0,2,0,2089,284,0
983,060030000,Single Family,2 Story,A,Wood,Shingles,Hardwood,Full Basement,Hot Water Radiator,1,1935,2.00,6,3,2,2,0,2048,1031,516
984,060031000,Single Family,2 Story,A,Brick/Masonry,Shingles,Hardwood,Partial Basement,Hot Water Radiator,1,1937,2.00,7,3,1,2,0,1840,875,400
985,060032000,Single Family,2 Story,A,Stone,Slate,Hardwood,No Basement,Hot Water Radiator,1,1925,2.00,6,3,0,2,0,1687,,
986,060033000,Single Family,2 Story,A,Stone,Shingles,Hardwood,Partial Basement,Hot Water Radiator,1,1930,2.00,8,4,1,1,0,2502,692,0
987,060034000,Single Family,2 Story,A,Brick Veneer,Shingles,Hardwood,Full Basement,Forced Air,2,1939,2.00,7,3,0,4,0,2494,1254,1023
988,060035000,Single Family,2 Story,A -,Brick Veneer,Architectural Shingles,Hardwood,Partial Basement,Forced Air,3,1956,2.00,10,3,2,3,0,2647,1040,904
989,060036000,Single Family,1.5 Story,A,Wood,Shingles,Hardwood,Partial Basement,Hot Water Radiator,2,1931,1.50,8,3,0,3,0,3093,818,360
990,060037000,Single Family,2 Story,A,Brick Veneer,Shingles,Hardwood,Partial Basement,Forced Air,1,1940,2.00,9,3,1,3,1,2353,976,283
991,060038000,Single Family,2 Story,A,Brick Veneer,Slate,Hardwood,Full Basement,Hot Water Radiator,2,1941,2.00,12,4,2,2,0,3422,1328,664
992,060039000,Single Family,1.5 Story,A,Brick Veneer,Shingles,Hardwood,Partial Basement,Hot Water Radiator,1,1940,1.50,9,4,1,4,0,2354,106,0
993,060040000,Single Family,1.5 Story,B,Wood,Asbestos,Hardwood,Partial Basement,Hot Water Radiator,2,1931,1.50,7,3,0,3,0,1967,610,0
994,060042000,Single Family,1.5 Story,A,Wood,Shakes,Hardwood,No Basement,Hot Water Radiator,3,1929,1.50,9,4,2,2,0,1998,,
995,060043000,Single Family,2 Story,A,Stone,Slate,Hardwood,Partial Basement,Hot Water Radiator,2,1937,2.00,8,4,1,2,0,3033,430,0
996,060044000,Single Family,1.5 Story,A,Brick Veneer,Asbestos,Hardwood,Partial Basement,Forced Air,3,1932,1.50,7,3,0,3,0,1587,177,0
997,060044100,Single Family,2 Story,A,Brick Veneer,Shingles,Hardwood,Full Basement,Forced Air,4,1962,2.00,8,4,1,3,0,2591,1130,
998,060045000,Single Family,1.5 Story,A,Brick Veneer,Asbestos,Hardwood,Partial Basement,Hot Water Radiator,1,1935,1.50,9,3,0,2,0,2748,1045,0
999,060046000,Single Family,1.5 Story,A,Brick Veneer,Shingles,Hardwood,Partial Basement,Hot Water Radiator,2,1935,1.50,8,3,1,4,0,2864,575,0
1000,060047000,Single Family,1.5 Story,A,Brick Veneer,Shingles,Hardwood,Full Basement,Hot Water Radiator,2,1952,1.75,8,4,0,3,0,2172,1027,706
1001,060048000,Single Family,1 Story,A,Brick Veneer,Shingles,Other,Partial Basement,Heat Pump,1,1964,1.00,10,4,1,3,0,2103,1332,680
1002,060049000,Single Family,1 Story,B,Wood,Shingles,Hardwood,Partial Basement,Hot Water Radiator,1,1950,1.00,8,3,0,2,1,1640,480,
1003,060050000,Single Family,2 Story,A,Brick Veneer,Slate,Hardwood,Partial Basement,Hot Water Radiator,1,1935,2.00,7,3,2,2,0,2182,950,
1004,060051000,Single Family,1.5 Story,A,Wood,Shingles,Hardwood,Partial Basement,Hot Water Radiator,1,1935,1.50,8,3,0,2,1,2096,832,0
1005,060052000,Single Family,2 Story,A,Brick Veneer,Shingles,Other,Partial Basement,Hot Water Radiator,1,1926,2.00,7,3,0,2,0,2348,885,0
1006,060053000,Single Family,1 Story,B,Brick Veneer,Shingles,Hardwood,Partial Basement,Hot Water Radiator,1,1947,1.00,9,3,0,3,1,2262,728,364
1007,060054000,Single Family,2 Story,A,Wood Shingle,Shingles,Hardwood,Full Basement,Heat Pump,2,1910,2.00,10,4,0,4,0,2244,1306,1306
1008,060055000,Single Family,1.5 Story,B,Stone,Shingles,Hardwood,Partial Basement,Hot Water Radiator,1,1938,1.50,8,4,1,3,0,2241,747,0
1009,060056000,Single Family,2 Story,A,Brick Veneer,Shingles,Hardwood,Partial Basement,Hot Water Radiator,3,1955,2.00,9,4,1,3,0,3105,763,0
1010,060057000,Single Family-1 Conversion,2 Story,A,Stucco,Shingles,Other,Full Basement,Heat Pump,2,1940,2.00,7,3,1,2,0,2247,1191,856
1011,060058000,Single Family,1 Story,B,Brick Veneer,Shingles,Hardwood,Full Basement,Forced Air,1,1950,1.00,6,3,1,1,0,1469,1469,
1012,060059000,Single Family,1 Story,A,Brick Veneer,Shingles,Other,Partial Basement,Heat Pump,1,1948,1.00,7,3,1,2,0,2170,0,0
1013,060060000,Single Family,2 Story,A,Brick Veneer,Slate,Hardwood,Partial Basement,Hot Water Radiator,1,1941,2.00,9,3,1,3,1,2787,1104,280
1014,060061000,Single Family,2 Story,A,Brick Veneer,Shingles,Hardwood,Full Basement,Hot Water Radiator,1,1951,2.00,11,5,1,3,0,2647,1230,416
1015,060062000,Single Family,1 Story,A -,Brick Veneer,Architectural Shingles,Hardwood,Partial Basement,Hot Water Radiator,2,1951,1.00,10,4,,3,2,1938,1650,1109
1016,060063000,Single Family,2 Story,A,Stone,Slate,Other,Full Basement,Hot Water Radiator,2,1926,2.00,12,5,1,3,0,3997,999,779
1017,060064000,Single Family,2 Story,A,Brick Veneer,Slate,Hardwood,Partial Basement,Hot Water Radiator,2,1956,2.00,9,4,1,3,0,3996,957,406
1018,060065000,Single Family,2 Story,A,Brick Veneer,Shingles,Hardwood,Partial Basement,Hot Water Radiator,2,1925,2.00,13,5,1,3,0,3596,1136,0
1019,060066000,Single Family,2 Story,A,Cedar,Architectural Shingles,Hardwood,Full Basement,Hot Water Radiator,1,1910,2.00,7,3,1,2,0,2277,1107,
1020,060067000,Single Family,1.5 Story,A++,Wood,Copper,Hardwood,Partial Basement,Forced Air,3,1900,1.50,16,5,1,4,0,3996,1384,1300
1021,060068000,Single Family,2 Story,A,Brick Veneer,Shakes,Hardwood,No Basement,Heat Pump,2,1987,2.00,9,4,1,3,0,3594,0,0
1022,060069000,Single Family,2.5 Story,A,Brick/Masonry,Slate,Hardwood,Cellar,Hot Water Radiator,7,1922,2.5,12,5,1,4,0,4438,388,
1023,060070000,Single Family,2 Story,A,Wood,Tile,Hardwood,Partial Basement,Hot Water Radiator,3,1910,2.00,13,6,1,4,0,4091,1395,460
1024,060071000,Office,2 Story,A,Brick Veneer,Shingles,None,Partial Basement,Hot Water Radiator,8,1914,2.00,9,5,1,4,0,3700,1606,934
1025,060072000,Vacant Land,,,,,,,,,,,,,,,,,0,0
1026,060074100,Vacant Land,,,,,,,,,,,,,,,,,0,0
1027,060075000,Vacant Land,,,,,,,,,,,,,,,,,0,0
1028,060076000,Single Family-2 Conversion,1 Story,B,Brick Veneer,Shingles,None,Full Basement,Heat Pump,0,1970,1.00,11,5,0,4,0,1564,1564,1041
1029,060077000,Single Family-1 Conversion,2 Story,A,Brick Veneer,Shingles,Hardwood,Full Basement,Hot Water Radiator,1,1922,2.00,9,5,1,3,0,2558,1279,641
1030,060079000,Single Family-1 Conversion,2 Story,A,Stucco,Metal,Hardwood,Partial Basement,Hot Water Radiator,1,1914,2.00,10,6,1,4,0,2786,1112,860
1031,060080000,Single Family,2 Story,A,Brick Veneer,Slate,Hardwood,Full Basement,Hot Water Radiator,1,1928,2.00,10,4,0,4,0,3200,1600,800
1032,060082000,Single Family,1 Story,A,Brick Veneer,Slate,Sub Floor,Full Basement,Heat Pump,2,1961,1.00,9,4,1,3,0,2136,2136,2029
1033,060085100,Condominium,1 Story,A,Brick Veneer,Metal,Hardwood,Partial Basement,Heat Pump,1,1916,1.00,5,2,0,2,,1731,0,0
1034,060085200,Condominium,1 Story,A,Brick Veneer,Metal,Hardwood,Partial Basement,Heat Pump,1,1916,1.00,5,2,0,2,,1731,0,0
1035,060085300,Condominium,1 Story,A,Brick Veneer,Metal,Hardwood,Partial Basement,Heat Pump,1,1916,1.00,6,2,0,2,,1731,0,0
1036,060085400,Condominium,1 Story,A,Brick Veneer,Metal,Hardwood,Partial Basement,Heat Pump,1,1916,1.00,5,2,0,2,,1731,0,0
1037,060085500,Condominium,1 Story,A,Brick Veneer,Metal,Hardwood,Partial Basement,Heat Pump,1,1916,1.00,5,2,0,2,,1731,0,0
1038,060085600,Condominium,1 Story,A,Brick Veneer,Metal,Hardwood,Partial Basement,Heat Pump,1,1916,1.00,5,2,0,2,,1731,0,0
1039,060089000,Single Family,1.5 Story,B,Brick Veneer,Shingles,Hardwood,Partial Basement,Forced Air,1,1957,1.50,7,4,0,2,0,2525,724,0
1040,060090000,Single Family,2 Story,A,Brick Veneer,Slate,Hardwood,Full Basement,Hot Water Radiator,1,1924,2.00,7,3,1,3,0,2877,1146,
1041,060091000,Single Family,2 Story,A,Brick Veneer,Shingles,Hardwood,Partial Basement,Hot Water Radiator,2,1938,2.00,10,4,0,3,0,2296,558,0
1042,060092000,Single Family,1.5 Story,A,Aluminum,Shingles,Hardwood,Cellar,Hot Water Radiator,3,1920,1.50,10,3,0,4,0,2626,691,
1043,060093000,Single Family,1 Story,A,Stucco,Shingles,Hardwood,Cellar,Hot Water Radiator,3,1917,1.00,9,3,0,2,0,2238,1100,
1044,060095000,Single Family-1 Conversion,2 Story,A,Stucco,Slate,Other,Partial Basement,Hot Water Radiator,1,1910,2.00,13,8,1,3,0,2989,1063,1063
1045,060096000,Single Family,2 Story,A,Brick Veneer,Shingles,Hardwood,Partial Basement,Hot Water Radiator,3,1959,2.00,11,6,0,5,0,3747,681,614
1046,060096100,Single Family,2 Story,A,Brick Veneer,Slate,Hardwood,Partial Basement,Hot Water Radiator,5,1912,2.00,9,4,1,3,0,4172,1621,0
1047,060097100,Single Family,2 Story,A,Brick Veneer,Slate,Hardwood,Full Basement,Forced Air,2,2014,2,9,3,2,3,,3210,1605,
1048,070001110,Vacant Land,,,,,,,,,,,,,,,,,0,0
1049,070003100,Single Family,2 Story,B,Wood,Shingles,Hardwood,Full Basement,Forced Air,1,1987,2.00,9,4,1,2,0,2000,1072,0
1050,070003110,Single Family,1 Story,B,Wood,Shingles,Hardwood,Full Basement,Hot Water Radiator,1,1958,1.00,12,5,0,4,0,1263,2070,1397
1051,070003120,Single Family,2 Story,B,Brick Veneer,Shingles,Hardwood,Full Basement,Heat Pump,3,2012,2.00,11,5,1,5,0,3286,1574,1045
1052,070003130,Single Family,1 Story,B,Wood,Slate,Hardwood,Full Basement,Forced Air,1,1958,1.00,7,3,0,3,0,1780,1415,867
1053,070003140,Single Family,1 Story,B,Brick Veneer,Shingles,Hardwood,Full Basement,Forced Air,2,1957,1.00,6,3,0,3,1,2042,2042,1021
1054,070003150,Single Family,1 Story,C,Brick Veneer,Shingles,Hardwood,Partial Basement,Forced Air,2,1957,1.00,6,3,2,2,0,1832,1649,848
1055,070003160,Single Family,1 Story,B,Brick Veneer,Shingles,Hardwood,Partial Basement,Hot Water Radiator,1,1958,1.00,6,3,1,1,0,2168,266,0
1056,070003170,Single Family,1.5 Story,B,Brick Veneer,Shingles,Hardwood,No Basement,Hot Water Radiator,1,1958,1.50,8,4,0,2,0,2190,,
1057,070003180,Single Family,1 Story,B,Brick Veneer,Shingles,Hardwood,Full Basement,Forced Air,2,1971,1.00,7,4,0,2,0,2010,2010,
1058,070003200,Single Family,1 Story,B,Brick Veneer,Shingles,Hardwood,Partial Basement,Forced Air,3,1957,1.00,9,3,0,3,0,2489,1718,859
1059,070003300,Single Family,1 Story,B,Brick Veneer,Shingles,Hardwood,Full Basement,Forced Air,2,1957,1.00,9,3,1,2,0,1621,1621,1216
1060,070003400,Single Family,Split-Level,B,Brick Veneer,Shingles,Hardwood,No Basement,Hot Water Radiator,2,1957,2.00,6,3,1,2,0,2352,0,0
1061,070003500,Single Family,2 Story,B,Brick Veneer,Shingles,Hardwood,Full Basement,Hot Water Radiator,2,1960,2.00,9,4,0,3,0,2314,1234,740
1062,070003600,Single Family-1 Conversion,2 Story,B,Brick Veneer,Shingles,Hardwood,Full Basement,Hot Water Radiator,3,1958,2.00,11,5,1,4,0,2983,1742,513
1063,070003700,Single Family,2 Story,A,Brick Veneer,Shingles,Hardwood,Full Basement,Hot Water Radiator,1,1961,2.00,11,4,1,3,0,2824,1412,1412
1064,070003800,Single Family,1 Story,B,Brick Veneer,Shingles,Hardwood,Full Basement,Hot Water Radiator,2,1971,1.00,7,3,0,2,0,1820,1820,0
1065,070003900,Single Family,2 Story,B,Brick Veneer,Shingles,Hardwood,Full Basement,Hot Water Radiator,1,1958,2.00,9,3,1,2,2,1930,880,836
1066,070004000,Single Family,1 Story,B,Brick Veneer,Shingles,Hardwood,Full Basement,Forced Air,2,1955,1.00,5,2,0,3,0,1421,1421,831
1067,070005000,Single Family,1 Story,B,Brick Veneer,Shingles,Hardwood,Full Basement,Forced Air,1,1955,1.00,8,4,0,2,0,2030,1800,0
1068,070006000,Single Family,1 Story,B,Brick Veneer,Shingles,Hardwood,Partial Basement,Forced Air,2,1955,1.00,5,2,1,1,0,1250,868,529
1069,070007000,Single Family,1 Story,B,Brick Veneer,Shingles,Hardwood,Full Basement,Forced Air,2,1956,1.00,6,3,0,3,0,2090,2090,1672
1070,070008000,Single Family,1 Story,B -,Brick Veneer,Shingles,Hardwood,Partial Basement,Forced Air,2,1956,1.00,6,3,1,2,0,1849,1166,1166
1071,070009000,Single Family,1 Story,B,Brick Veneer,Shingles,Hardwood,Partial Basement,Hot Water Radiator,2,1955,1.00,7,3,0,3,0,2903,1018,681
1072,070010000,Single Family,1.5 Story,B,Brick Veneer,Shingles,Hardwood,Full Basement,Hot Water Radiator,1,1953,1.50,8,4,0,4,0,2382,1588,741
1073,070011000,Single Family,1 Story,B,Brick Veneer,Shingles,Hardwood,Full Basement,Hot Water Radiator,2,1961,1.00,10,5,0,5,0,1900,1683,1583
1074,070012000,Single Family-1 Conversion,2 Story,A -,Brick Veneer,Architectural Shingles,Hardwood,Partial Basement,Hot Water Radiator,1,1947,2.25,9,4,1,3,1,2669,1270,932
1075,070013000,Single Family,Split-Level,B,Wood,Shingles,Hardwood,Partial Basement,Hot Water Radiator,1,1961,2.00,8,4,1,2,0,2301,694,0
1076,070014000,Single Family,1 Story,B,Wood,Shingles,Hardwood,Partial Basement,Forced Air,2,1958,1.00,5,2,0,2,0,1503,804,804
1077,070015000,Single Family,2 Story,A,Wood,Asbestos,Hardwood,Full Basement,Heat Pump,2,1984,2.00,12,5,1,4,0,2340,1303,1037
1078,070016000,Single Family,2 Story,B,Brick Veneer,Shingles,Hardwood,Partial Basement,Forced Air,2,1959,2.00,9,5,0,4,0,2465,639,548
1079,070017000,Single Family-1 Conversion,2 Story,A,Stone,Shingles,Hardwood,Partial Basement,Heat Pump,3,1927,2.00,7,1,1,3,0,4845,378,0
1080,070018000,Single Family,1.5 Story,B,Brick Veneer,Shingles,Hardwood,Partial Basement,Hot Water Radiator,2,1945,1.50,6,3,0,3,0,1298,713,386
1081,070019000,Single Family,1.5 Story,B +,Clapboard,Architectural Shingles,Hardwood,No Basement,Hot Water Radiator,1,1939,1.75,7,3,0,2,0,1634,,
1082,070020000,Single Family,2 Story,B,Brick Veneer,Metal,Hardwood,Partial Basement,Hot Water Radiator,1,1932,2.00,7,3,0,2,0,2486,135,
1083,070021000,Single Family-1 Conversion,2 Story,B,Brick Veneer,Shingles,Hardwood,Partial Basement,Hot Water Radiator,3,1918,2.00,8,4,0,3,0,2761,1132,0
1084,070022000,Single Family,2 Story,A,Wood,Metal,Hardwood,No Basement,Hot Water Radiator,2,1880,2.00,13,4,0,3,0,3798,0,0
1085,070023000,Single Family,1.5 Story,A,Brick Veneer,Shingles,Hardwood,No Basement,Forced Air,3,1938,1.50,8,3,1,2,0,2737,,
1086,070024000,Single Family,2.5 Story,A,Stucco,Shingles,Hardwood,Partial Basement,Hot Water Radiator,2,1940,2.50,9,4,1,3,0,3083,775,
1087,070024000,Single Family,1 Story,C,Stucco,Shingles,None,Partial Basement,Hot Water Radiator,0,1956,1.00,4,2,0,1,0,570,285,
1088,070025000,Single Family-1 Conversion,2 Story,B,Brick Veneer,Shingles,Hardwood,Full Basement,Hot Water Radiator,2,1941,2.00,9,4,0,3,1,2044,1484,500
1089,070026000,Vacant Land,,,,,,,,,,,,,,,,,0,0
