objectid,lat,lon,bin,st_number,st_unit,unit_type,predir,st_name,suffix,postdir,zip,use_type,last_edited_user,last_edited_date,master_address_id,parcel_number,use_code,style,grade,ext_walls,roof,flooring,bsmt_type,heating,fireplace,year_built,no_of_stories,total_rooms,bedrooms,half_bathrooms,full_bathrooms,basement_garage,sq_footage_finished_living,basement,finished_basement
11413,38.02163334146065,-78.48183823961261,108243558,625,B,APT,NA,ELLIOTT,AVE,NA,22902,R,NA,NA,11413,530207000,Single Family,2 Story,B,Wood,Metal,Hardwood,Partial Basement,Forced Air,0,1925,2,7,3,1,2,0,1952,487,0
11294,38.02040119680529,-78.465980583637,108913832,1500,48,LOT,NA,CARLTON,AVE,NA,22902,R,NA,NA,11294,530072K00,Condominium,1 Story,A,Brick Veneer,Built Up,None,NA,Heat Pump,0,2006,1,6,3,1,2,NA,2237,0,0
11416,38.02210290509754,-78.4806640186364,106743389,701,B,APT,NA,MONTROSE,AVE,NA,22902,R,NA,NA,11416,530210000,Single Family,1.5 Story,B,Stucco,Shingles,Hardwood,Partial Basement,Hot Water Radiator,1,1930,1.5,6,3,0,1,0,1471,491,0
11303,38.02040119680529,-78.465980583637,108914538,1500,14,LOT,NA,CARLTON,AVE,NA,22902,R,NA,NA,11303,530072T00,Condominium,1 Story,A,Brick Veneer,Built Up,None,NA,Heat Pump,0,2006,1,6,2,1,3,NA,3077,0,0
11545,38.044458695158475,-78.468844351910775,261213184,606,NA,NA,NA,WILDER,DR,NA,22901,R,NA,NA,11545,540082000,Single Family,1 Sty w/ Bsmt,C,Aluminum,Architectural Shingles,Hardwood,Partial Basement,Heat Pump,0,1950,1,4,2,0,1,0,768,384,NA
11529,38.02304362962926,-78.48048681216405,103032938,637,A,APT,NA,BLENHEIM,AVE,NA,22902,R,NA,NA,11529,540070200,Single Family,1.5 Story,B,Hardy Board,Shingles,None,No Basement,Forced Air,0,2011,1.75,8,4,1,2,0,2009,0,0
11546,38.044292847746945,-78.46898030452505,264913234,604,NA,NA,NA,WILDER,DR,NA,22901,R,NA,NA,11546,540083000,Single Family,1 Sty w/ Bsmt,C,Brick Veneer,Shingles,Hardwood,Full Basement,Forced Air,1,1957,1,5,2,1,1,0,999,990,495
11547,38.027362196480404,-78.46366947479538,83199021,115,NA,NA,NA,CHISHOLM,PL,NA,22902,R,NA,NA,11547,540084000,Single Family,1.5 Story,B,Vinyl,Architectural Shingles,Hardwood,Full Basement,Heat Pump,1,1940,1.75,7,3,1,2,0,1274,728,728
11788,38.03356700182906,-78.46317771473254,61188243,805,NA,NA,NA,WARD,AVE,NA,22902,R,PFAUTZ,2017-04-04T19:28:07Z,56241,550033000,Single Family,1 Story,C,Composition,Shingles,Hardwood,Cellar,Forced Air,0,1941,1,6,3,0,2,1,1351,848,0
11548,38.02710876721306,-78.45564410439374,83409065,416,NA,NA,NA,RIVERSIDE,AVE,NA,22902,R,NA,NA,11548,540085000,Duplex,1 Sty w/ Bsmt,C,Brick Veneer,Shingles,Hardwood,Full Basement,Forced Air,0,1964,1,10,6,0,2,0,936,936,936
11333,38.02926215653766,-78.47286296826333,768417160,210,34,UNIT,NA,10TH,ST,NE,22902,R,NA,NA,11333,530096802,Condominium,1 Story,B,Brick Veneer,Built Up,None,No Basement,Hot Water Radiator,0,1926,1,3,1,0,1,NA,634,0,0
11249,38.02580560912386,-78.51445044014277,90061656,2112,7,APT,NA,JEFFERSON PARK,AVE,NA,22903,R,NA,NA,11249,520187100,Single Family,2 Story,B,Hardy Board,Shingles,Hardwood,Full Basement,Heat Pump,4,2012,2,11,4,1,2,0,2528,1180,NA
11573,-90,-152.64427050222758,76848821,1001,1,UNIT,E,MARKET,ST,NA,22902,C,NA,NA,11573,540106100,Vacant Land,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
11533,38.02651056982891,-78.51370871518759,864019682,2101,C,APT,NA,JEFFERSON PARK,AVE,NA,22903,R,NA,NA,11533,540073000,Single Family,1 Sty w/ Bsmt,C,Asbestos,Shingles,Tile,Full Basement,Floor Furnace,0,1947,1,4,2,0,1,0,668,668,273
11878,38.027403229769504,-78.515334789005,82381167,109,303,APT,NA,CLARKE,CT,NA,22903,R,NA,NA,11878,550073600,Single Family,1 Story,B,Wood,Metal,Hardwood,Full Basement,Forced Air,0,1932,1,5,2,0,1,0,1064,1064,NA
11880,38.027403229769504,-78.515334789005,82381167,109,202,APT,NA,CLARKE,CT,NA,22903,R,NA,NA,11880,550073800,Single Family,1.5 Story,B,Wood,Shingles,None,No Basement,Heat Pump,1,2004,1.5,6,3,1,2,0,2134,0,0
11879,38.027403229769504,-78.515334789005,82381167,109,304,APT,NA,CLARKE,CT,NA,22903,R,NA,NA,11879,550073700,Single Family,1 Story,C,Stucco,Metal,Hardwood,No Basement,Forced Air,0,1920,1,4,2,0,1,0,1007,0,0
11881,38.027403229769504,-78.515334789005,82381167,109,203,APT,NA,CLARKE,CT,NA,22903,R,NA,NA,11881,550073900,Duplex,1 Story,C,Aluminum,Shingles,W/W Carpet,No Basement,Heat Pump,0,1986,1,8,6,0,4,0,2120,NA,NA
11927,38.02651056982891,-78.51370871518759,864019682,2101,B,APT,NA,JEFFERSON PARK,AVE,NA,22903,R,NA,NA,11927,550077000,Duplex,2 Story,C,Wood,Shingles,Hardwood,No Basement,Heat Pump,0,1988,2,12,6,2,4,0,2554,0,0
11493,38.05066546452005,-78.48588460776263,156811795,1617,NA,NA,NA,GREENLEAF,LN,NA,22903,R,NA,NA,11493,540035000,Single Family,1 Sty w/ Bsmt,C,Vinyl,Architectural Shingles,Hardwood,Partial Basement,Forced Air,0,1950,1,7,3,0,2,0,744,360,270
11494,38.030870206478596,-78.46622189431505,68448544,509,NA,NA,NA,13TH,ST,NE,22902,R,NA,NA,11494,540036000,Single Family,1 Sty w/ Bsmt,C,Aluminum,Shingles,Hardwood,Full Basement,Floor Furnace,0,1948,1,4,2,0,1,0,742,742,NA
11804,38.02651261301859,-78.51478032052097,86761471,2111,9,APT,NA,JEFFERSON PARK,AVE,NA,22903,R,NA,NA,11804,550042600,Single Family,1.5 Story,C,Stucco,Metal,Hardwood,Full Basement,Hot Water Radiator,0,1934,1.75,7,4,0,2,0,1396,737,NA
11495,38.02394118970013,-78.51627213919359,96492396,115,NA,NA,NA,STRIBLING,AVE,NA,22903,R,NA,NA,11495,540037000,Single Family,1 Sty w/ Bsmt,C,Asbestos,Shingles,Hardwood,Full Basement,Forced Air,0,1949,1,4,2,0,1,0,786,786,NA
11806,38.02651261301859,-78.51478032052097,86761471,2111,10,APT,NA,JEFFERSON PARK,AVE,NA,22903,R,NA,NA,11806,550042800,Vacant Land,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
11496,38.0241077413386,-78.50048911345786,97352334,1427,NA,NA,NA,BRIARCLIFF,AVE,NA,22903,R,NA,NA,11496,540038000,Single Family,1 Sty w/ Bsmt,C -,Asbestos,Shingles,Hardwood,Full Basement,Forced Air,0,1955,1,5,3,0,1,0,1064,1064,NA
11498,38.01816922477488,-78.48782251142009,122985563,505,NA,NA,NA,ROUGEMONT,AVE,NA,22902,R,NA,NA,11498,540040000,Single Family,1.5 Story,B -,Brick Veneer,Architectural Shingles,Hardwood,Full Basement,Hot Water Radiator,1,1955,1.5,6,4,0,2,0,1293,806,NA
11497,38.039634808922266,-78.48430517813769,400714683,800,NA,NA,NA,CYNTHIANNA,AVE,NA,22903,R,NA,NA,11497,540039000,Single Family,1.5 Story,C,Brick Veneer,Metal,Hardwood,Full Basement,Hot Water Radiator,1,1938,1.75,8,3,0,2,0,1776,1015,NA
11499,38.017921719738226,-78.48818274567836,124935714,502,NA,NA,NA,ROUGEMONT,AVE,NA,22902,R,NA,NA,11499,540041000,Single Family,1.5 Story,C,Stucco,Shingles,Hardwood,Partial Basement,Floor Furnace,0,1941,1.5,4,2,0,1,0,1134,364,NA
11501,38.03436261341988,-78.49293842812409,577916598,834,NA,NA,NA,HARDY,DR,NA,22903,R,NA,NA,11501,540043000,Vacant Land,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
11503,38.02319708029018,-78.45582122638805,1408519600,292,NA,NA,NA,RIVERSIDE,AVE,NA,22902,R,NA,NA,11503,540045000,Single Family,1 Sty w/ Bsmt,C,Asbestos,Shingles,Hardwood,Full Basement,Forced Air,1,1950,1,5,2,0,1,0,1273,1018,NA
11506,38.043280025282314,-78.50027379506221,299913579,1812,NA,NA,NA,WAYSIDE,PL,NA,22903,R,NA,NA,11506,540048000,Single Family,1.5 Story,C +,Concrete Block,Shingles,Hardwood,Full Basement,Heat Pump,0,1949,1.33,6,3,0,2,0,1150,912,NA
11500,38.0344286003377,-78.47083288716635,583416581,621,NA,NA,NA,ST CHARLES,AVE,NA,22902,R,NA,NA,11500,540042000,Single Family,1.5 Story,C,Aluminum,Shingles,Hardwood,Full Basement,Floor Furnace,0,1950,1,4,2,0,1,0,952,840,NA
11504,38.03687154790165,-78.50125365931808,501817225,123,NA,NA,NA,CHANCELLOR,ST,NA,22903,R,NA,NA,11504,540046000,Single Family-1 Conversion,1.5 Story,C,Asbestos,Shingles,Hardwood,Full Basement,Forced Air,0,1950,1.5,10,6,0,2,0,1152,768,768
11507,38.05280067284795,-78.47259353842104,140111578,1401,NA,NA,NA,MELBOURNE,RD,NA,22901,R,NA,NA,11507,540049000,Single Family,1.5 Story,C,Asbestos,Shingles,Hardwood,Full Basement,Heat Pump,0,1948,1.5,7,3,0,2,0,1402,848,NA
11508,38.018486491241696,-78.47104499848767,123005381,105,NA,NA,NA,DANBURY,CT,NA,22902,R,NA,NA,11508,540050000,Vacant Land,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
11511,38.01617367340741,-78.48383543972525,1438918733,112,NA,NA,NA,BLINCOE,LN,NA,22902,R,NA,NA,11511,540053000,Vacant Land,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
11512,38.018488186918894,-78.49037713199738,1450618750,152,NA,NA,NA,BAYLOR,LN,NA,22902,R,NA,NA,11512,540053002,Vacant Land,Vacant Land,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11513,38.04261700772658,-78.50265046491329,313213752,36,NA,NA,NA,UNIVERSITY,CIR,NA,22903,R,NA,NA,11513,540053003,Vacant Land,Vacant Land,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11514,38.042351087261814,-78.49887820035285,1396213852,624,NA,NA,NA,PRESTON,PL,NA,22903,R,NA,NA,11514,540054000,Vacant Land,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
11516,38.063997198450416,-78.47954467227997,31210159,1656,NA,NA,NA,BRANDYWINE,DR,NA,22901,R,NA,NA,11516,540059000,Single Family,1.5 Story,C,Aluminum,Shingles,Tile,No Basement,Forced Air,0,1972,1.5,5,3,0,1,0,1320,NA,NA
11517,38.04518699961489,-78.46454742309244,234012954,1021,NA,NA,NA,GLENDALE,RD,NA,22901,R,NA,NA,11517,540061100,Vacant Land,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
11515,38.03249245147398,-78.47932094843915,652668,252,NA,NA,E,HIGH,ST,NA,22902,NA,NA,NA,11515,540056000,Single Family,1 Story,C,Concrete Block,Shingles,Hardwood,Full Basement,Floor Furnace,0,1947,1,5,2,0,1,0,908,908,NA
11518,38.044830438658195,-78.46611200393781,250413064,1019,NA,NA,NA,COTTONWOOD,RD,NA,22901,R,NA,NA,11518,540061400,Single Family,1 Story,C,Aluminum,Shingles,Hardwood,No Basement,Gas Wall Unit,0,1961,1,6,3,0,1,0,892,NA,NA
11519,38.044831218219116,-78.46452145549112,253113071,1018,NA,NA,NA,GLENDALE,RD,NA,22901,R,NA,NA,11519,540062000,Vacant Land,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
11520,38.022336313130104,-78.50208856311912,105323256,1524,NA,NA,NA,TRAILRIDGE,RD,NA,22903,R,NA,NA,11520,540063000,Single Family,1 Story,C,Wood,Shingles,Hardwood,Partial Basement,Forced Air,0,1915,1,6,3,0,2,0,1059,751,383
11521,38.02223602247824,-78.50464335920361,106403349,608,NA,NA,NA,SHAMROCK,RD,NA,22903,R,NA,NA,11521,540064000,Single Family,1.5 Story,C,Asbestos,Shingles,Hardwood,Partial Basement,Forced Air,0,1960,1.5,6,3,1,1,0,1386,768,NA
11522,38.01288918751209,-78.51462741734083,137027189,302,NA,NA,NA,MONTE VISTA,AVE,NA,22903,R,NA,NA,11522,540064100,Single Family,1.5 Story,C,Asbestos,Shingles,Hardwood,Full Basement,Forced Air,0,1959,1.5,6,4,0,1,0,1152,768,NA
11524,38.01920822791319,-78.50468110156389,119415091,112,NA,NA,NA,VILLAGE,CT,NA,22903,R,NA,NA,11524,540066000,Single Family,2 Story,C,Stucco,Shingles,Hardwood,No Basement,Baseboard,0,1900,2,6,3,0,1,0,1228,0,0
11523,38.03863641325403,-78.49735419726302,435615077,447,NA,NA,NA,14TH,ST,NW,22903,R,NA,NA,11523,540065000,Single Family,1 Sty w/ Bsmt,C,Aluminum,Shingles,Hardwood,Full Basement,Floor Furnace,0,1946,1,4,2,0,1,0,834,834,NA
11540,38.01481658860427,-78.48038916210862,133416785,915,NA,NA,NA,ROUGEMONT,AVE,NA,22902,R,NA,NA,11540,540078100,Single Family-2 Conversion,2 Sty Attached,C,Brick Veneer,Architectural Shingles,Hardwood,Full Basement,Forced Air,0,1973,2,10,6,0,4,0,1800,900,900
11541,38.03947064014337,-78.4933969077332,409714759,605,NA,NA,NA,11TH,ST,NW,22903,R,NA,NA,11541,540079000,Single Family-1 Conversion,1.5 Story,C,Aluminum,Shingles,Hardwood,Full Basement,Hot Water Radiator,1,1948,1.66,8,3,0,2,0,1877,1254,606
11542,38.03947412480287,-78.49525506255459,409814753,510,NA,NA,NA,13TH,ST,NW,22903,R,NA,NA,11542,540079100,Single Family,1 Sty w/ Bsmt,C -,Concrete Block,Shingles,Hardwood,Full Basement,Forced Air,0,1947,1,3,1,0,1,2,829,832,NA
11543,38.039206420348506,-78.49542492601967,419114854,506,NA,NA,NA,13TH,ST,NW,22903,R,NA,NA,11543,540080000,Single Family,1.5 Story,C,Vinyl,Shingles,Hardwood,Full Basement,Floor Furnace,0,1940,1.5,7,3,0,1,0,1896,1232,NA
11544,38.0390998263807,-78.49469727541457,420014881,509,NA,NA,NA,12TH,ST,NW,22903,R,NA,NA,11544,540081000,Single Family,1 Sty w/ Bsmt,C,Asbestos,Shingles,Hardwood,Full Basement,Forced Air,0,1950,1,4,2,0,1,0,1040,832,NA
11775,38.02296927813913,-78.51765185848248,103072972,132,A,APT,NA,STRIBLING,AVE,NA,22903,R,NA,NA,11775,550021100,Single Family,1 Story,C,Aluminum,Shingles,Hardwood,No Basement,Floor Furnace,0,1947,1,5,2,0,1,0,892,0,0
11402,38.02939107447401,-78.465661167778,75008754,413,B,APT,NA,MEADE,AVE,NA,22902,R,NA,NA,11402,530196000,Parking Lot,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
11429,38.05331531170867,-78.48553751566314,137111535,1532,NA,NA,NA,DAIRY,RD,NA,22903,R,NA,NA,11429,530219000,Single Family,2 Story,B,Asbestos,Metal,Hardwood,No Basement,Hot Water Radiator,0,1900,2,9,4,0,3,0,2835,0,0
11430,38.053096964567956,-78.49554476719712,137211553,2015,NA,NA,NA,SPOTTSWOOD,RD,NA,22903,R,NA,NA,11430,530220000,Single Family,1.5 Story,B,Stucco,Shingles,None,Full Basement,Heat Pump,0,1917,2,7,3,1,2,0,1472,736,0
11431,38.0550622589404,-78.48176527741275,121811351,1608,NA,NA,NA,GROVE,RD,NA,22901,R,NA,NA,11431,530221000,Single Family,2 Story,B +,Asbestos,Shingles,Hardwood,No Basement,Forced Air,0,1900,2,8,4,1,2,0,2284,NA,NA
11432,38.05504354755711,-78.47942823298031,121911350,1610,NA,NA,NA,YORKTOWN,DR,NA,22901,R,NA,NA,11432,530222000,Single Family,2 Story,A,Stucco,Shingles,Other,No Basement,Forced Air,0,1919,2,7,3,1,2,0,2377,0,0
11400,38.03697404572138,-78.49951254679229,497417425,301,5015,APT,NA,15TH,ST,NW,22903,R,NA,NA,11400,530190000,Vacant Land,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
11433,38.05489438427847,-78.47694757553734,123711366,1420,NA,NA,NA,FOXBROOK,LN,NA,22901,R,NA,NA,11433,530223000,Single Family,2 Story,B,Concrete Block,Shingles,Hardwood,Full Basement,Hot Water Radiator,1,1900,2,8,4,1,2,0,2139,1075,0
11401,38.03697404572138,-78.49951254679229,497417425,301,5016,APT,NA,15TH,ST,NW,22903,R,NA,NA,11401,530195000,Parking Lot,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
11434,38.054764932106494,-78.47517730820854,123911365,101,NA,NA,NA,PETERSON,PL,NA,22901,R,NA,NA,11434,530224000,Single Family-1 Conversion,2 Story,B,Aluminum,Shingles,Hardwood,Full Basement,Hot Water Radiator,0,1917,2,8,4,0,2,0,2278,1139,0
11435,38.06175804629109,-78.46832936139764,55010468,2120,NA,NA,NA,TARLETON,DR,NA,22901,R,NA,NA,11435,530225000,Single Family-1 Conversion,2 Story,B,Asbestos,Shingles,Hardwood,Full Basement,Hot Water Radiator,0,1917,2,8,4,0,2,0,2216,1108,0
11436,38.06159862485284,-78.47023792624127,56310488,2103,NA,NA,NA,TARLETON,DR,NA,22901,R,NA,NA,11436,530226000,Single Family,2 Story,B +,Aluminum,Metal,Hardwood,No Basement,Hot Water Radiator,1,1920,2,8,3,0,2,0,1990,NA,NA
11438,38.06127624774852,-78.46858952999047,60410544,2116,NA,NA,NA,TARLETON,DR,NA,22901,R,NA,NA,11438,530230000,Duplex,2 Story,B,Aluminum,Metal,Hardwood,No Basement,Forced Air,NA,1903,2,10,4,NA,2,NA,2477,NA,NA
11437,38.06139003538793,-78.46725557959182,60110532,2218,NA,NA,NA,BANBURY,ST,NA,22901,R,NA,NA,11437,530230000,Duplex,2 Story,B,Aluminum,Metal,Hardwood,No Basement,Forced Air,NA,1903,2,10,4,NA,2,NA,2477,NA,NA
11439,38.050403363844204,-78.48962970794521,158711838,1332,NA,NA,NA,RUGBY,RD,NA,22903,R,NA,NA,11439,530231000,Duplex,2 Story,B,Wood,Metal,Hardwood,No Basement,Heat Pump,NA,1903,2,10,4,NA,2,NA,2524,NA,NA
11418,38.03697404572138,-78.49951254679229,497417425,301,2020,APT,NA,15TH,ST,NW,22903,R,NA,NA,11418,530212100,Duplex,2 Story,B,Brick Veneer,Shingles,Hardwood,Full Basement,Heat Pump,0,1974,2,10,4,0,4,0,1944,972,972
11441,38.020728539118316,-78.51830905835618,112684212,2425,NA,NA,NA,SUNSET,RD,NA,22903,R,NA,NA,11441,530258000,Parking Lot,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
11440,38.05003548808583,-78.48631044529057,161111874,1611,NA,NA,NA,BRUCE,AVE,NA,22903,R,NA,NA,11440,530231000,Duplex,2 Story,B,Wood,Metal,Hardwood,No Basement,Heat Pump,NA,1903,2,10,4,NA,2,NA,2524,NA,NA
11442,38.02283042434104,-78.47208052374374,103743019,1106,NA,NA,NA,LEONARD,ST,NA,22902,R,NA,NA,11442,530259000,Vacant Land,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
11444,38.017908935774585,-78.50302818306156,1421917448,844,NA,NA,NA,VILLAGE,RD,NA,22903,R,NA,NA,11444,530259110,Condominium,1 Story,A,Wood,Built Up,None,NA,Heat Pump,0,2004,1,4,2,0,2,NA,1262,0,0
11445,38.01784807969694,-78.50285767348929,1422217449,842,NA,NA,NA,VILLAGE,RD,NA,22903,R,NA,NA,11445,530259120,Condominium,1 Story,A,Wood,Built Up,None,NA,Heat Pump,0,2004,1,4,2,0,2,NA,1003,0,0
11443,38.02285351142738,-78.45587172954134,103869760,1900,NA,NA,NA,CHESAPEAKE,ST,NA,22902,R,NA,NA,11443,530259101,Condominium,1 Story,A,Wood,Built Up,None,NA,Heat Pump,0,2004,1,3,1,0,1,NA,609,0,0
11453,38.02161916992488,-78.49800410473621,108883667,805,NA,NA,NA,ORANGEDALE,AVE,NA,22903,R,NA,NA,11453,530259700,Condominium,1 Story,A,Wood,Built Up,None,NA,Heat Pump,0,2004,1,3,1,0,1,NA,685,0,0
11467,38.033516598223976,-78.49054842257021,577916839,803,NA,NA,NA,HARDY,DR,NA,22903,R,NA,NA,11467,540003000,Single Family,2 Story,B,Brick Veneer,Shingles,Hardwood,Partial Basement,Hot Water Radiator,1,1935,2,9,3,1,2,0,2386,484,0
11455,38.039530115467706,-78.49679550504419,406619847,507,NA,NA,NA,14TH,ST,NW,22903,R,NA,NA,11455,530259900,Condominium,1 Story,A,Wood,Built Up,None,NA,Heat Pump,0,2004,1,4,2,0,2,NA,1037,0,0
11454,38.02152742736736,-78.49756744866451,109773744,802,NA,NA,NA,ORANGEDALE,AVE,NA,22903,R,NA,NA,11454,530259800,Condominium,1 Story,A,Wood,Built Up,None,NA,Heat Pump,0,2004,1,3,1,0,1,NA,664,0,0
11468,38.033229667489294,-78.49071315328318,577916911,806,NA,NA,NA,HARDY,DR,NA,22903,R,NA,NA,11468,540005000,Medical Office,1.5 Story,B,Brick Veneer,Shingles,None,Full Basement,Hot Water Radiator,0,1948,1.5,9,4,0,2,0,1622,1001,582
11470,38.061060236451816,-78.47008464859239,60610555,2107,NA,NA,NA,TARLETON,DR,NA,22901,R,NA,NA,11470,540007000,Medical Office,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
11472,38.01843116233384,-78.49300654375926,138985451,909,NA,NA,NA,RAYMOND,RD,NA,22902,R,NA,NA,11472,540007000,Medical Office,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
11474,38.04242471946058,-78.4796225963242,329313846,115,NA,NA,NA,BIRDWOOD,CT,NA,22903,R,NA,NA,11474,540012000,Single Family,1 Story,B,Brick Veneer,Shingles,Hardwood,Cellar,Heat Pump,1,1929,1,6,3,0,3,0,2440,144,0
11471,38.01858511845261,-78.49300752000286,138995373,907,NA,NA,NA,RAYMOND,RD,NA,22902,R,NA,NA,11471,540007000,Medical Office,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
11473,38.04241139899637,-78.48147249514794,327813883,116,NA,NA,NA,WESTWOOD,CIR,NA,22903,R,NA,NA,11473,540011000,Single Family,2 Story,B,Stucco,Shingles,Hardwood,Partial Basement,Forced Air,0,1919,2,8,4,0,1,0,2104,208,0
11475,38.04204366664839,-78.47936710050674,338513976,123,NA,NA,NA,BIRDWOOD,CT,NA,22903,R,NA,NA,11475,540013000,Single Family,2 Story,A,Concrete Block,Metal,Hardwood,Partial Basement,Hot Water Radiator,0,1900,2,9,4,0,3,0,3222,356,NA
11476,38.0420853654318,-78.47847021856047,338713971,137,NA,NA,NA,BIRDWOOD,CT,NA,22903,R,NA,NA,11476,540013000,Single Family,2 Story,B,Wood,Metal,W/W Carpet,No Basement,Heat Pump,0,1930,2,4,0,0,1,0,1072,NA,NA
11478,38.01674948703838,-78.51705809294144,128626167,2702,NA,NA,NA,ETON,RD,NA,22903,R,NA,NA,11478,540014100,Single Family,1 Story,B,Aluminum,Shingles,Hardwood,No Basement,Forced Air,0,1955,1,5,3,0,1,0,863,NA,NA
11477,38.04177685257642,-78.47706751146347,341114041,201,NA,NA,NA,HILLCREST,RD,NA,22903,R,NA,NA,11477,540014000,Single Family,2 Story,B,Aluminum,Shingles,Hardwood,Partial Basement,Forced Air,0,1906,2,10,4,0,4,0,3438,808,646
11479,38.016738875549784,-78.51628476562496,128276162,2700,NA,NA,NA,MCELROY,DR,NA,22903,R,NA,NA,11479,540015000,Single Family,2 Story,B,Vinyl,Shingles,Hardwood,Partial Basement,Forced Air,0,1906,2,7,4,0,2,0,2178,250,0
11480,38.06092166412681,-78.47055368644153,64010588,2104,NA,NA,NA,TARLETON,DR,NA,22901,R,NA,NA,11480,540016000,Single Family,2 Story,C,Stucco,Shingles,Hardwood,No Basement,Hot Water Radiator,0,1929,2,5,3,0,1,0,1174,NA,NA
11481,38.03970660587267,-78.49293730393563,401614656,610,NA,NA,NA,11TH,ST,NW,22903,R,NA,NA,11481,540022000,Single Family,1 Story,C,Brick Veneer,Shingles,Hardwood,Full Basement,Forced Air,1,1958,1,5,3,0,1,0,1126,1126,NA
11483,38.02447038164737,-78.47423036454538,94779586,1003,NA,NA,NA,CARLTON,AVE,NA,22902,R,NA,NA,11483,540023000,Single Family,1 Story,C,Stucco,Shingles,Hardwood,No Basement,Gas Wall Unit,0,1940,1,3,1,0,1,0,704,NA,NA
11482,38.03948360835284,-78.4964295535016,406814720,504,NA,NA,NA,14TH,ST,NW,22903,R,NA,NA,11482,540022100,Single Family,1 Story,C,Brick Veneer,Shingles,Hardwood,Partial Basement,Forced Air,1,1957,1,5,3,0,1,0,1388,448,NA
11484,38.023637589620684,-78.4816271003098,147062555,617,NA,NA,NA,BLENHEIM,AVE,NA,22902,R,NA,NA,11484,540026000,Single Family,2 Story,D,Composition,Metal,Hardwood,No Basement,Forced Air,0,1917,2,7,4,0,1,0,1642,NA,NA
11485,38.0144733292625,-78.50685184057339,134676911,514,NA,NA,NA,MOSELEY,DR,NA,22903,R,NA,NA,11485,540027000,Duplex,2 Story,D,Aluminum,Shingles,Hardwood,No Basement,Gas Wall Unit,0,1925,2,6,3,0,2,0,1510,0,0
11486,38.03490875518365,-78.48765375042828,566016381,701,NA,NA,NA,WEST,ST,NA,22903,R,NA,NA,11486,540028000,Single Family-1 Conversion,1.5 Story,C,Asbestos,Shingles,Hardwood,Full Basement,Forced Air,0,1954,1.5,7,3,0,2,0,1152,768,768
11568,38.02434320005546,-78.50111719861673,95542185,106,B,APT,NA,LAUREL,CIR,NA,22903,R,NA,NA,11568,540103000,Single Family,1 Sty w/ Bsmt,C,Brick Veneer,Shingles,Hardwood,Full Basement,Forced Air,1,1954,1,6,3,0,1,0,962,962,NA
11487,38.03464565589254,-78.48925650756779,579216513,714,NA,NA,NA,ANDERSON,ST,NA,22903,R,NA,NA,11487,540029000,Single Family,1.5 Story,C,Vinyl,Shingles,Hardwood,Full Basement,Forced Air,0,1954,1.5,6,5,0,2,0,1152,768,614
11510,38.01939481973594,-78.47412401753985,118564987,1206,NA,NA,NA,MONTICELLO,AVE,NA,22902,R,NA,NA,11510,540052000,Single Family,1.5 Story,C,Stucco,Shingles,Hardwood,No Basement,Floor Furnace,0,1923,1.5,6,3,1,1,0,1125,0,0
11678,38.04266029408281,-78.51395874912349,277913874,2124,NA,NA,NA,IVY,RD,NA,22903,C,NA,NA,11678,540202000,Single Family,1 Sty w/ Bsmt,C,Aluminum,Shingles,Hardwood,Partial Basement,Forced Air,1,1953,1,5,2,0,1,0,950,300,NA
11682,38.02061189348899,-78.46744039895789,1526318741,1409,NA,NA,NA,MIDLAND,ST,NA,22902,R,NA,NA,11682,540205000,Single Family,1 Sty w/ Bsmt,C,Aluminum,Shingles,Hardwood,Partial Basement,Forced Air,1,1952,1,7,3,0,2,0,1259,875,NA
